"OWC","SCCS.ID","minerva_id","eHRAF.Name","PSF.Cluster","EA.ID","Domain_var","TL1","Domain_name","Domain_num"
"AB06",118,118,"Ainu",NA,"Ec07","General_TL1_avg_final",1.75,"law",1
"AB06",118,118,"Ainu",NA,"Ec07","Soc_TL1_avg_final",NA,"social",2
"AB06",118,118,"Ainu",NA,"Ec07","Gender_TL1_avg_final",2.25,"gender",3
"AB06",118,118,"Ainu",NA,"Ec07","Mar_TL1_avg_final",1,"marriage",4
"AB06",118,118,"Ainu",NA,"Ec07","Sex_TL1_avg_final",NA,"sex",5
"AB06",118,118,"Ainu",NA,"Ec07","FM_TL1_avg_final",2.75,"funeral",6
"AB06",118,118,"Ainu",NA,"Ec07","Ov_tl_avg",1.9375,"overall",7
"AB06",118,118,"Ainu",NA,"Ec07","General_TL5B_avg_final",2.25,"gestalt",8
"RX02",119,119,"Nivkh",NA,"Ec01","General_TL1_avg_final",3.75,"law",1
"RX02",119,119,"Nivkh",NA,"Ec01","Soc_TL1_avg_final",3,"social",2
"RX02",119,119,"Nivkh",NA,"Ec01","Gender_TL1_avg_final",2.25,"gender",3
"RX02",119,119,"Nivkh",NA,"Ec01","Mar_TL1_avg_final",3.25,"marriage",4
"RX02",119,119,"Nivkh",NA,"Ec01","Sex_TL1_avg_final",2,"sex",5
"RX02",119,119,"Nivkh",NA,"Ec01","FM_TL1_avg_final",3.25,"funeral",6
"RX02",119,119,"Nivkh",NA,"Ec01","Ov_tl_avg",2.91666666666667,"overall",7
"RX02",119,119,"Nivkh",NA,"Ec01","General_TL5B_avg_final",3,"gestalt",8
"RY02",121,121,"Chukchee","24","Ec03","General_TL1_avg_final",1,"law",1
"RY02",121,121,"Chukchee","24","Ec03","Soc_TL1_avg_final",1.25,"social",2
"RY02",121,121,"Chukchee","24","Ec03","Gender_TL1_avg_final",2.25,"gender",3
"RY02",121,121,"Chukchee","24","Ec03","Mar_TL1_avg_final",1,"marriage",4
"RY02",121,121,"Chukchee","24","Ec03","Sex_TL1_avg_final",NA,"sex",5
"RY02",121,121,"Chukchee","24","Ec03","FM_TL1_avg_final",2.75,"funeral",6
"RY02",121,121,"Chukchee","24","Ec03","Ov_tl_avg",1.65,"overall",7
"RY02",121,121,"Chukchee","24","Ec03","General_TL5B_avg_final",1.25,"gestalt",8
"ND08",124,124,"Copper Inuit","41","Na03","General_TL1_avg_final",1.25,"law",1
"ND08",124,124,"Copper Inuit","41","Na03","Soc_TL1_avg_final",1,"social",2
"ND08",124,124,"Copper Inuit","41","Na03","Gender_TL1_avg_final",1,"gender",3
"ND08",124,124,"Copper Inuit","41","Na03","Mar_TL1_avg_final",1.25,"marriage",4
"ND08",124,124,"Copper Inuit","41","Na03","Sex_TL1_avg_final",NA,"sex",5
"ND08",124,124,"Copper Inuit","41","Na03","FM_TL1_avg_final",2.25,"funeral",6
"ND08",124,124,"Copper Inuit","41","Na03","Ov_tl_avg",1.35,"overall",7
"ND08",124,124,"Copper Inuit","41","Na03","General_TL5B_avg_final",1.25,"gestalt",8
"NG06",127,127,"Ojibwa","42","Na33","General_TL1_avg_final",NA,"law",1
"NG06",127,127,"Ojibwa","42","Na33","Soc_TL1_avg_final",NA,"social",2
"NG06",127,127,"Ojibwa","42","Na33","Gender_TL1_avg_final",NA,"gender",3
"NG06",127,127,"Ojibwa","42","Na33","Mar_TL1_avg_final",NA,"marriage",4
"NG06",127,127,"Ojibwa","42","Na33","Sex_TL1_avg_final",NA,"sex",5
"NG06",127,127,"Ojibwa","42","Na33","FM_TL1_avg_final",NA,"funeral",6
"NG06",127,127,"Ojibwa","42","Na33","Ov_tl_avg",NA,"overall",7
"NG06",127,127,"Ojibwa","42","Na33","General_TL5B_avg_final",NA,"gestalt",8
"NA07",130,130,"Eyak",NA,"Nb05","General_TL1_avg_final",3,"law",1
"NA07",130,130,"Eyak",NA,"Nb05","Soc_TL1_avg_final",3,"social",2
"NA07",130,130,"Eyak",NA,"Nb05","Gender_TL1_avg_final",3,"gender",3
"NA07",130,130,"Eyak",NA,"Nb05","Mar_TL1_avg_final",NA,"marriage",4
"NA07",130,130,"Eyak",NA,"Nb05","Sex_TL1_avg_final",4,"sex",5
"NA07",130,130,"Eyak",NA,"Nb05","FM_TL1_avg_final",NA,"funeral",6
"NA07",130,130,"Eyak",NA,"Nb05","Ov_tl_avg",3.25,"overall",7
"NA07",130,130,"Eyak",NA,"Nb05","General_TL5B_avg_final",2.5,"gestalt",8
"NE09",131,131,"Haida",NA,"Nb01","General_TL1_avg_final",3.5,"law",1
"NE09",131,131,"Haida",NA,"Nb01","Soc_TL1_avg_final",3.125,"social",2
"NE09",131,131,"Haida",NA,"Nb01","Gender_TL1_avg_final",2.125,"gender",3
"NE09",131,131,"Haida",NA,"Nb01","Mar_TL1_avg_final",3.125,"marriage",4
"NE09",131,131,"Haida",NA,"Nb01","Sex_TL1_avg_final",3,"sex",5
"NE09",131,131,"Haida",NA,"Nb01","FM_TL1_avg_final",4,"funeral",6
"NE09",131,131,"Haida",NA,"Nb01","Ov_tl_avg",3.14583333333333,"overall",7
"NE09",131,131,"Haida",NA,"Nb01","General_TL5B_avg_final",3.125,"gestalt",8
"NE06",132,132,"Nuxalk",NA,"Nb09","General_TL1_avg_final",3.25,"law",1
"NE06",132,132,"Nuxalk",NA,"Nb09","Soc_TL1_avg_final",3.25,"social",2
"NE06",132,132,"Nuxalk",NA,"Nb09","Gender_TL1_avg_final",2.75,"gender",3
"NE06",132,132,"Nuxalk",NA,"Nb09","Mar_TL1_avg_final",2.75,"marriage",4
"NE06",132,132,"Nuxalk",NA,"Nb09","Sex_TL1_avg_final",3.75,"sex",5
"NE06",132,132,"Nuxalk",NA,"Nb09","FM_TL1_avg_final",3.25,"funeral",6
"NE06",132,132,"Nuxalk",NA,"Nb09","Ov_tl_avg",3.16666666666667,"overall",7
"NE06",132,132,"Nuxalk",NA,"Nb09","General_TL5B_avg_final",3,"gestalt",8
"NS18",135,135,"Pomo",NA,"Nc18","General_TL1_avg_final",3.125,"law",1
"NS18",135,135,"Pomo",NA,"Nc18","Soc_TL1_avg_final",3.75,"social",2
"NS18",135,135,"Pomo",NA,"Nc18","Gender_TL1_avg_final",3.25,"gender",3
"NS18",135,135,"Pomo",NA,"Nc18","Mar_TL1_avg_final",2.5,"marriage",4
"NS18",135,135,"Pomo",NA,"Nc18","Sex_TL1_avg_final",2.875,"sex",5
"NS18",135,135,"Pomo",NA,"Nc18","FM_TL1_avg_final",3.875,"funeral",6
"NS18",135,135,"Pomo",NA,"Nc18","Ov_tl_avg",3.22916666666667,"overall",7
"NS18",135,135,"Pomo",NA,"Nc18","General_TL5B_avg_final",3.25,"gestalt",8
"NS29",136,136,"Yokuts",NA,"Nc24","General_TL1_avg_final",2.75,"law",1
"NS29",136,136,"Yokuts",NA,"Nc24","Soc_TL1_avg_final",2.75,"social",2
"NS29",136,136,"Yokuts",NA,"Nc24","Gender_TL1_avg_final",3.125,"gender",3
"NS29",136,136,"Yokuts",NA,"Nc24","Mar_TL1_avg_final",2.875,"marriage",4
"NS29",136,136,"Yokuts",NA,"Nc24","Sex_TL1_avg_final",2.75,"sex",5
"NS29",136,136,"Yokuts",NA,"Nc24","FM_TL1_avg_final",3.375,"funeral",6
"NS29",136,136,"Yokuts",NA,"Nc24","Ov_tl_avg",2.9375,"overall",7
"NS29",136,136,"Yokuts",NA,"Nc24","General_TL5B_avg_final",2.75,"gestalt",8
"NR10",138,138,"Klamath","44","Nc08","General_TL1_avg_final",NA,"law",1
"NR10",138,138,"Klamath","44","Nc08","Soc_TL1_avg_final",NA,"social",2
"NR10",138,138,"Klamath","44","Nc08","Gender_TL1_avg_final",NA,"gender",3
"NR10",138,138,"Klamath","44","Nc08","Mar_TL1_avg_final",NA,"marriage",4
"NR10",138,138,"Klamath","44","Nc08","Sex_TL1_avg_final",NA,"sex",5
"NR10",138,138,"Klamath","44","Nc08","FM_TL1_avg_final",NA,"funeral",6
"NR10",138,138,"Klamath","44","Nc08","Ov_tl_avg",NA,"overall",7
"NR10",138,138,"Klamath","44","Nc08","General_TL5B_avg_final",NA,"gestalt",8
"NQ14",141,141,"Hidatsa",NA,"Ne15","General_TL1_avg_final",2,"law",1
"NQ14",141,141,"Hidatsa",NA,"Ne15","Soc_TL1_avg_final",NA,"social",2
"NQ14",141,141,"Hidatsa",NA,"Ne15","Gender_TL1_avg_final",1.75,"gender",3
"NQ14",141,141,"Hidatsa",NA,"Ne15","Mar_TL1_avg_final",1.25,"marriage",4
"NQ14",141,141,"Hidatsa",NA,"Ne15","Sex_TL1_avg_final",NA,"sex",5
"NQ14",141,141,"Hidatsa",NA,"Ne15","FM_TL1_avg_final",NA,"funeral",6
"NQ14",141,141,"Hidatsa",NA,"Ne15","Ov_tl_avg",1.66666666666667,"overall",7
"NQ14",141,141,"Hidatsa",NA,"Ne15","General_TL5B_avg_final",1.25,"gestalt",8
"NQ18",142,142,"Pawnee","46","Nf06","General_TL1_avg_final",2.25,"law",1
"NQ18",142,142,"Pawnee","46","Nf06","Soc_TL1_avg_final",2.25,"social",2
"NQ18",142,142,"Pawnee","46","Nf06","Gender_TL1_avg_final",2.25,"gender",3
"NQ18",142,142,"Pawnee","46","Nf06","Mar_TL1_avg_final",2.25,"marriage",4
"NQ18",142,142,"Pawnee","46","Nf06","Sex_TL1_avg_final",3.25,"sex",5
"NQ18",142,142,"Pawnee","46","Nf06","FM_TL1_avg_final",1.25,"funeral",6
"NQ18",142,142,"Pawnee","46","Nf06","Ov_tl_avg",2.25,"overall",7
"NQ18",142,142,"Pawnee","46","Nf06","General_TL5B_avg_final",2.25,"gestalt",8
"NG05",144,144,"Huron/Wendat",NA,"Ng01","General_TL1_avg_final",2.25,"law",1
"NG05",144,144,"Huron/Wendat",NA,"Ng01","Soc_TL1_avg_final",1.25,"social",2
"NG05",144,144,"Huron/Wendat",NA,"Ng01","Gender_TL1_avg_final",2,"gender",3
"NG05",144,144,"Huron/Wendat",NA,"Ng01","Mar_TL1_avg_final",2.25,"marriage",4
"NG05",144,144,"Huron/Wendat",NA,"Ng01","Sex_TL1_avg_final",1,"sex",5
"NG05",144,144,"Huron/Wendat",NA,"Ng01","FM_TL1_avg_final",3.75,"funeral",6
"NG05",144,144,"Huron/Wendat",NA,"Ng01","Ov_tl_avg",2.08333333333333,"overall",7
"NG05",144,144,"Huron/Wendat",NA,"Ng01","General_TL5B_avg_final",2,"gestalt",8
"NT14",150,150,"Havasupai",NA,"Nd03","General_TL1_avg_final",1.25,"law",1
"NT14",150,150,"Havasupai",NA,"Nd03","Soc_TL1_avg_final",1.25,"social",2
"NT14",150,150,"Havasupai",NA,"Nd03","Gender_TL1_avg_final",2.75,"gender",3
"NT14",150,150,"Havasupai",NA,"Nd03","Mar_TL1_avg_final",1.75,"marriage",4
"NT14",150,150,"Havasupai",NA,"Nd03","Sex_TL1_avg_final",2.833333333,"sex",5
"NT14",150,150,"Havasupai",NA,"Nd03","FM_TL1_avg_final",1.75,"funeral",6
"NT14",150,150,"Havasupai",NA,"Nd03","Ov_tl_avg",1.9305555555,"overall",7
"NT14",150,150,"Havasupai",NA,"Nd03","General_TL5B_avg_final",1.75,"gestalt",8
"NU79",151,151,"O'odham",NA,"Ni02","General_TL1_avg_final",NA,"law",1
"NU79",151,151,"O'odham",NA,"Ni02","Soc_TL1_avg_final",3,"social",2
"NU79",151,151,"O'odham",NA,"Ni02","Gender_TL1_avg_final",3,"gender",3
"NU79",151,151,"O'odham",NA,"Ni02","Mar_TL1_avg_final",3,"marriage",4
"NU79",151,151,"O'odham",NA,"Ni02","Sex_TL1_avg_final",2,"sex",5
"NU79",151,151,"O'odham",NA,"Ni02","FM_TL1_avg_final",3,"funeral",6
"NU79",151,151,"O'odham",NA,"Ni02","Ov_tl_avg",2.8,"overall",7
"NU79",151,151,"O'odham",NA,"Ni02","General_TL5B_avg_final",2.25,"gestalt",8
"NU30",154,154,"Popoluca",NA,"Nj03","General_TL1_avg_final",3.25,"law",1
"NU30",154,154,"Popoluca",NA,"Nj03","Soc_TL1_avg_final",3,"social",2
"NU30",154,154,"Popoluca",NA,"Nj03","Gender_TL1_avg_final",3,"gender",3
"NU30",154,154,"Popoluca",NA,"Nj03","Mar_TL1_avg_final",3.25,"marriage",4
"NU30",154,154,"Popoluca",NA,"Nj03","Sex_TL1_avg_final",3.75,"sex",5
"NU30",154,154,"Popoluca",NA,"Nj03","FM_TL1_avg_final",4,"funeral",6
"NU30",154,154,"Popoluca",NA,"Nj03","Ov_tl_avg",3.375,"overall",7
"NU30",154,154,"Popoluca",NA,"Nj03","General_TL5B_avg_final",3.25,"gestalt",8
"SA15",156,156,"Miskito",NA,"Sa09","General_TL1_avg_final",3.25,"law",1
"SA15",156,156,"Miskito",NA,"Sa09","Soc_TL1_avg_final",1.625,"social",2
"SA15",156,156,"Miskito",NA,"Sa09","Gender_TL1_avg_final",3.875,"gender",3
"SA15",156,156,"Miskito",NA,"Sa09","Mar_TL1_avg_final",3,"marriage",4
"SA15",156,156,"Miskito",NA,"Sa09","Sex_TL1_avg_final",4,"sex",5
"SA15",156,156,"Miskito",NA,"Sa09","FM_TL1_avg_final",3.875,"funeral",6
"SA15",156,156,"Miskito",NA,"Sa09","Ov_tl_avg",3.27083333333333,"overall",7
"SA15",156,156,"Miskito",NA,"Sa09","General_TL5B_avg_final",3,"gestalt",8
"SB05",158,158,"Kuna","51","Sa01","General_TL1_avg_final",3.625,"law",1
"SB05",158,158,"Kuna","51","Sa01","Soc_TL1_avg_final",3.875,"social",2
"SB05",158,158,"Kuna","51","Sa01","Gender_TL1_avg_final",3.375,"gender",3
"SB05",158,158,"Kuna","51","Sa01","Mar_TL1_avg_final",3.5,"marriage",4
"SB05",158,158,"Kuna","51","Sa01","Sex_TL1_avg_final",3.75,"sex",5
"SB05",158,158,"Kuna","51","Sa01","FM_TL1_avg_final",4,"funeral",6
"SB05",158,158,"Kuna","51","Sa01","Ov_tl_avg",3.6875,"overall",7
"SB05",158,158,"Kuna","51","Sa01","General_TL5B_avg_final",3.75,"gestalt",8
"SC13",159,159,"Goajiro",NA,"Sb06","General_TL1_avg_final",3.75,"law",1
"SC13",159,159,"Goajiro",NA,"Sb06","Soc_TL1_avg_final",NA,"social",2
"SC13",159,159,"Goajiro",NA,"Sb06","Gender_TL1_avg_final",NA,"gender",3
"SC13",159,159,"Goajiro",NA,"Sb06","Mar_TL1_avg_final",NA,"marriage",4
"SC13",159,159,"Goajiro",NA,"Sb06","Sex_TL1_avg_final",NA,"sex",5
"SC13",159,159,"Goajiro",NA,"Sb06","FM_TL1_avg_final",NA,"funeral",6
"SC13",159,159,"Goajiro",NA,"Sb06","Ov_tl_avg",3.75,"overall",7
"SC13",159,159,"Goajiro",NA,"Sb06","General_TL5B_avg_final",NA,"gestalt",8
"SV03",160,160,"Haitians",NA,"Sb09","General_TL1_avg_final",3.75,"law",1
"SV03",160,160,"Haitians",NA,"Sb09","Soc_TL1_avg_final",3.75,"social",2
"SV03",160,160,"Haitians",NA,"Sb09","Gender_TL1_avg_final",3,"gender",3
"SV03",160,160,"Haitians",NA,"Sb09","Mar_TL1_avg_final",2.75,"marriage",4
"SV03",160,160,"Haitians",NA,"Sb09","Sex_TL1_avg_final",2.75,"sex",5
"SV03",160,160,"Haitians",NA,"Sb09","FM_TL1_avg_final",4,"funeral",6
"SV03",160,160,"Haitians",NA,"Sb09","Ov_tl_avg",3.33333333333333,"overall",7
"SV03",160,160,"Haitians",NA,"Sb09","General_TL5B_avg_final",3.75,"gestalt",8
"SS18",162,162,"Warao",NA,"Sc01","General_TL1_avg_final",2.875,"law",1
"SS18",162,162,"Warao",NA,"Sc01","Soc_TL1_avg_final",1,"social",2
"SS18",162,162,"Warao",NA,"Sc01","Gender_TL1_avg_final",1.75,"gender",3
"SS18",162,162,"Warao",NA,"Sc01","Mar_TL1_avg_final",2.375,"marriage",4
"SS18",162,162,"Warao",NA,"Sc01","Sex_TL1_avg_final",2,"sex",5
"SS18",162,162,"Warao",NA,"Sc01","FM_TL1_avg_final",2.5,"funeral",6
"SS18",162,162,"Warao",NA,"Sc01","Ov_tl_avg",2.08333333333333,"overall",7
"SS18",162,162,"Warao",NA,"Sc01","General_TL5B_avg_final",1.75,"gestalt",8
"SQ18",163,163,"Yanoama","60","Sd09","General_TL1_avg_final",2,"law",1
"SQ18",163,163,"Yanoama","60","Sd09","Soc_TL1_avg_final",3.125,"social",2
"SQ18",163,163,"Yanoama","60","Sd09","Gender_TL1_avg_final",3.875,"gender",3
"SQ18",163,163,"Yanoama","60","Sd09","Mar_TL1_avg_final",2.125,"marriage",4
"SQ18",163,163,"Yanoama","60","Sd09","Sex_TL1_avg_final",2.75,"sex",5
"SQ18",163,163,"Yanoama","60","Sd09","FM_TL1_avg_final",3.5,"funeral",6
"SQ18",163,163,"Yanoama","60","Sd09","Ov_tl_avg",2.89583333333333,"overall",7
"SQ18",163,163,"Yanoama","60","Sd09","General_TL5B_avg_final",2.25,"gestalt",8
"SR09",164,164,"Barama River Carib",NA,"Sc03","General_TL1_avg_final",2.125,"law",1
"SR09",164,164,"Barama River Carib",NA,"Sc03","Soc_TL1_avg_final",2.125,"social",2
"SR09",164,164,"Barama River Carib",NA,"Sc03","Gender_TL1_avg_final",2.625,"gender",3
"SR09",164,164,"Barama River Carib",NA,"Sc03","Mar_TL1_avg_final",2.125,"marriage",4
"SR09",164,164,"Barama River Carib",NA,"Sc03","Sex_TL1_avg_final",2,"sex",5
"SR09",164,164,"Barama River Carib",NA,"Sc03","FM_TL1_avg_final",2.5,"funeral",6
"SR09",164,164,"Barama River Carib",NA,"Sc03","Ov_tl_avg",2.25,"overall",7
"SR09",164,164,"Barama River Carib",NA,"Sc03","General_TL5B_avg_final",2.125,"gestalt",8
"SR15",165,165,"Saramaka","59","Sc06","General_TL1_avg_final",4,"law",1
"SR15",165,165,"Saramaka","59","Sc06","Soc_TL1_avg_final",2.75,"social",2
"SR15",165,165,"Saramaka","59","Sc06","Gender_TL1_avg_final",2.75,"gender",3
"SR15",165,165,"Saramaka","59","Sc06","Mar_TL1_avg_final",2.75,"marriage",4
"SR15",165,165,"Saramaka","59","Sc06","Sex_TL1_avg_final",3,"sex",5
"SR15",165,165,"Saramaka","59","Sc06","FM_TL1_avg_final",4,"funeral",6
"SR15",165,165,"Saramaka","59","Sc06","Ov_tl_avg",3.20833333333333,"overall",7
"SR15",165,165,"Saramaka","59","Sc06","General_TL5B_avg_final",3.75,"gestalt",8
"SQ19",167,167,"Tukano","58","Se12","General_TL1_avg_final",2.75,"law",1
"SQ19",167,167,"Tukano","58","Se12","Soc_TL1_avg_final",2.875,"social",2
"SQ19",167,167,"Tukano","58","Se12","Gender_TL1_avg_final",3.125,"gender",3
"SQ19",167,167,"Tukano","58","Se12","Mar_TL1_avg_final",3.125,"marriage",4
"SQ19",167,167,"Tukano","58","Se12","Sex_TL1_avg_final",3,"sex",5
"SQ19",167,167,"Tukano","58","Se12","FM_TL1_avg_final",3.5,"funeral",6
"SQ19",167,167,"Tukano","58","Se12","Ov_tl_avg",3.0625,"overall",7
"SQ19",167,167,"Tukano","58","Se12","General_TL5B_avg_final",2.75,"gestalt",8
"SD06",168,168,"Chachi",NA,"Sf03","General_TL1_avg_final",3.75,"law",1
"SD06",168,168,"Chachi",NA,"Sf03","Soc_TL1_avg_final",3.125,"social",2
"SD06",168,168,"Chachi",NA,"Sf03","Gender_TL1_avg_final",3.875,"gender",3
"SD06",168,168,"Chachi",NA,"Sf03","Mar_TL1_avg_final",4,"marriage",4
"SD06",168,168,"Chachi",NA,"Sf03","Sex_TL1_avg_final",4,"sex",5
"SD06",168,168,"Chachi",NA,"Sf03","FM_TL1_avg_final",3.875,"funeral",6
"SD06",168,168,"Chachi",NA,"Sf03","Ov_tl_avg",3.77083333333333,"overall",7
"SD06",168,168,"Chachi",NA,"Sf03","General_TL5B_avg_final",4,"gestalt",8
"SF05",172,172,"Aymara","53","Sf02","General_TL1_avg_final",3.75,"law",1
"SF05",172,172,"Aymara","53","Sf02","Soc_TL1_avg_final",3.75,"social",2
"SF05",172,172,"Aymara","53","Sf02","Gender_TL1_avg_final",3,"gender",3
"SF05",172,172,"Aymara","53","Sf02","Mar_TL1_avg_final",1.25,"marriage",4
"SF05",172,172,"Aymara","53","Sf02","Sex_TL1_avg_final",2,"sex",5
"SF05",172,172,"Aymara","53","Sf02","FM_TL1_avg_final",3.25,"funeral",6
"SF05",172,172,"Aymara","53","Sf02","Ov_tl_avg",2.83333333333333,"overall",7
"SF05",172,172,"Aymara","53","Sf02","General_TL5B_avg_final",3,"gestalt",8
"SF21",173,173,"Sirionó",NA,"Se01","General_TL1_avg_final",1,"law",1
"SF21",173,173,"Sirionó",NA,"Se01","Soc_TL1_avg_final",2,"social",2
"SF21",173,173,"Sirionó",NA,"Se01","Gender_TL1_avg_final",3,"gender",3
"SF21",173,173,"Sirionó",NA,"Se01","Mar_TL1_avg_final",2,"marriage",4
"SF21",173,173,"Sirionó",NA,"Se01","Sex_TL1_avg_final",2,"sex",5
"SF21",173,173,"Sirionó",NA,"Se01","FM_TL1_avg_final",3,"funeral",6
"SF21",173,173,"Sirionó",NA,"Se01","Ov_tl_avg",2.16666666666667,"overall",7
"SF21",173,173,"Sirionó",NA,"Se01","General_TL5B_avg_final",NA,"gestalt",8
"SP26",179,179,"Xavante",NA,"Sj11","General_TL1_avg_final",1.875,"law",1
"SP26",179,179,"Xavante",NA,"Sj11","Soc_TL1_avg_final",1.25,"social",2
"SP26",179,179,"Xavante",NA,"Sj11","Gender_TL1_avg_final",2.25,"gender",3
"SP26",179,179,"Xavante",NA,"Sj11","Mar_TL1_avg_final",2.25,"marriage",4
"SP26",179,179,"Xavante",NA,"Sj11","Sex_TL1_avg_final",2.5,"sex",5
"SP26",179,179,"Xavante",NA,"Sj11","FM_TL1_avg_final",2.75,"funeral",6
"SP26",179,179,"Xavante",NA,"Sj11","Ov_tl_avg",2.14583333333333,"overall",7
"SP26",179,179,"Xavante",NA,"Sj11","General_TL5B_avg_final",1.875,"gestalt",8
"SM04",181,181,"Guaraní","56","Sj10","General_TL1_avg_final",2.875,"law",1
"SM04",181,181,"Guaraní","56","Sj10","Soc_TL1_avg_final",3,"social",2
"SM04",181,181,"Guaraní","56","Sj10","Gender_TL1_avg_final",3,"gender",3
"SM04",181,181,"Guaraní","56","Sj10","Mar_TL1_avg_final",3,"marriage",4
"SM04",181,181,"Guaraní","56","Sj10","Sex_TL1_avg_final",NA,"sex",5
"SM04",181,181,"Guaraní","56","Sj10","FM_TL1_avg_final",3,"funeral",6
"SM04",181,181,"Guaraní","56","Sj10","Ov_tl_avg",2.975,"overall",7
"SM04",181,181,"Guaraní","56","Sj10","General_TL5B_avg_final",3,"gestalt",8
"SK15",182,182,"Enxet and Enlhet",NA,"Sh09","General_TL1_avg_final",2.25,"law",1
"SK15",182,182,"Enxet and Enlhet",NA,"Sh09","Soc_TL1_avg_final",1,"social",2
"SK15",182,182,"Enxet and Enlhet",NA,"Sh09","Gender_TL1_avg_final",1.75,"gender",3
"SK15",182,182,"Enxet and Enlhet",NA,"Sh09","Mar_TL1_avg_final",1.25,"marriage",4
"SK15",182,182,"Enxet and Enlhet",NA,"Sh09","Sex_TL1_avg_final",NA,"sex",5
"SK15",182,182,"Enxet and Enlhet",NA,"Sh09","FM_TL1_avg_final",3.25,"funeral",6
"SK15",182,182,"Enxet and Enlhet",NA,"Sh09","Ov_tl_avg",1.9,"overall",7
"SK15",182,182,"Enxet and Enlhet",NA,"Sh09","General_TL5B_avg_final",2,"gestalt",8
"SG04",184,184,"Mapuche",NA,"Sg02","General_TL1_avg_final",3.25,"law",1
"SG04",184,184,"Mapuche",NA,"Sg02","Soc_TL1_avg_final",3,"social",2
"SG04",184,184,"Mapuche",NA,"Sg02","Gender_TL1_avg_final",2.75,"gender",3
"SG04",184,184,"Mapuche",NA,"Sg02","Mar_TL1_avg_final",2.25,"marriage",4
"SG04",184,184,"Mapuche",NA,"Sg02","Sex_TL1_avg_final",2.25,"sex",5
"SG04",184,184,"Mapuche",NA,"Sg02","FM_TL1_avg_final",3.75,"funeral",6
"SG04",184,184,"Mapuche",NA,"Sg02","Ov_tl_avg",2.875,"overall",7
"SG04",184,184,"Mapuche",NA,"Sg02","General_TL5B_avg_final",3,"gestalt",8
"SH05",185,185,"Tehuelche",NA,"Sg04","General_TL1_avg_final",1,"law",1
"SH05",185,185,"Tehuelche",NA,"Sg04","Soc_TL1_avg_final",1,"social",2
"SH05",185,185,"Tehuelche",NA,"Sg04","Gender_TL1_avg_final",2,"gender",3
"SH05",185,185,"Tehuelche",NA,"Sg04","Mar_TL1_avg_final",1,"marriage",4
"SH05",185,185,"Tehuelche",NA,"Sg04","Sex_TL1_avg_final",NA,"sex",5
"SH05",185,185,"Tehuelche",NA,"Sg04","FM_TL1_avg_final",2.75,"funeral",6
"SH05",185,185,"Tehuelche",NA,"Sg04","Ov_tl_avg",1.55,"overall",7
"SH05",185,185,"Tehuelche",NA,"Sg04","General_TL5B_avg_final",1,"gestalt",8
"SH06",186,186,"Yahgan",NA,"Sg01","General_TL1_avg_final",2.5,"law",1
"SH06",186,186,"Yahgan",NA,"Sg01","Soc_TL1_avg_final",3.625,"social",2
"SH06",186,186,"Yahgan",NA,"Sg01","Gender_TL1_avg_final",2.125,"gender",3
"SH06",186,186,"Yahgan",NA,"Sg01","Mar_TL1_avg_final",1.875,"marriage",4
"SH06",186,186,"Yahgan",NA,"Sg01","Sex_TL1_avg_final",3.5,"sex",5
"SH06",186,186,"Yahgan",NA,"Sg01","FM_TL1_avg_final",NA,"funeral",6
"SH06",186,186,"Yahgan",NA,"Sg01","Ov_tl_avg",2.725,"overall",7
"SH06",186,186,"Yahgan",NA,"Sg01","General_TL5B_avg_final",2.875,"gestalt",8
"AD05",NA,201,"Taiwan Hokkien","26",NA,"General_TL1_avg_final",3.625,"law",1
"AD05",NA,201,"Taiwan Hokkien","26",NA,"Soc_TL1_avg_final",3.625,"social",2
"AD05",NA,201,"Taiwan Hokkien","26",NA,"Gender_TL1_avg_final",2.875,"gender",3
"AD05",NA,201,"Taiwan Hokkien","26",NA,"Mar_TL1_avg_final",3.625,"marriage",4
"AD05",NA,201,"Taiwan Hokkien","26",NA,"Sex_TL1_avg_final",3.5,"sex",5
"AD05",NA,201,"Taiwan Hokkien","26",NA,"FM_TL1_avg_final",4,"funeral",6
"AD05",NA,201,"Taiwan Hokkien","26",NA,"Ov_tl_avg",3.54166666666667,"overall",7
"AD05",NA,201,"Taiwan Hokkien","26",NA,"General_TL5B_avg_final",3.5,"gestalt",8
"AR07",NA,202,"Khasi","29","Ei08","General_TL1_avg_final",3,"law",1
"AR07",NA,202,"Khasi","29","Ei08","Soc_TL1_avg_final",NA,"social",2
"AR07",NA,202,"Khasi","29","Ei08","Gender_TL1_avg_final",4,"gender",3
"AR07",NA,202,"Khasi","29","Ei08","Mar_TL1_avg_final",2.75,"marriage",4
"AR07",NA,202,"Khasi","29","Ei08","Sex_TL1_avg_final",NA,"sex",5
"AR07",NA,202,"Khasi","29","Ei08","FM_TL1_avg_final",2.875,"funeral",6
"AR07",NA,202,"Khasi","29","Ei08","Ov_tl_avg",3.15625,"overall",7
"AR07",NA,202,"Khasi","29","Ei08","General_TL5B_avg_final",2.875,"gestalt",8
"AX04",NA,203,"Sinhalese","22","Eh06","General_TL1_avg_final",3.25,"law",1
"AX04",NA,203,"Sinhalese","22","Eh06","Soc_TL1_avg_final",NA,"social",2
"AX04",NA,203,"Sinhalese","22","Eh06","Gender_TL1_avg_final",3.5,"gender",3
