"OWC","SCCS.ID","minerva_id","eHRAF.Name","PSF.Cluster","EA.ID","General_TL5B_avg_final","Domain_prefix","TL1","TL2","TL3","TL4","TL5","Domain_name","Domain_num","Z_TL1","Z_TL2","Z_TL3","Z_TL4","Z_TL5"
"MX03",42,42,"Berbers of Morocco",NA,"Cd03",3.125,"Mar",2.875,NA,NA,2.75,2.75,"marriage",4,-0.101566110637422,NA,NA,-0.251224730561998,-0.298084603607555
"MX03",42,42,"Berbers of Morocco",NA,"Cd03",3.125,"Sex",3.5,3.375,3.875,NA,3.5,"sex",5,0.680241660395452,0.213734349931322,0.200115780780277,NA,0.649123352810113
"MX03",42,42,"Berbers of Morocco",NA,"Cd03",3.125,"FM",4,NA,NA,3,4,"funeral",6,1.30568787722175,NA,NA,-0.15337930918522,1.28059532375522
"MR13",43,43,"Fellahin",NA,"Cd02",4,"General",4,4,3.25,3.75,4,"law",1,1.30568787722175,0.955678430903108,-0.0456216969531117,0.140156954945114,1.28059532375522
"MR13",43,43,"Fellahin",NA,"Cd02",4,"Soc",4,4,4,NA,4,"social",2,1.30568787722175,0.955678430903108,0.249263276326954,NA,1.28059532375522
"MR13",43,43,"Fellahin",NA,"Cd02",4,"Gender",4,NA,NA,4,4,"gender",3,1.30568787722175,NA,NA,0.238002376321892,1.28059532375522
"MR13",43,43,"Fellahin",NA,"Cd02",4,"Mar",3.75,NA,NA,4,3.75,"marriage",4,0.992964768808601,NA,NA,0.238002376321892,0.964859338282669
"MR13",43,43,"Fellahin",NA,"Cd02",4,"Sex",4,4,NA,3.25,4,"sex",5,1.30568787722175,0.955678430903108,NA,-0.0555338878084417,1.28059532375522
"MR13",43,43,"Fellahin",NA,"Cd02",4,"FM",NA,NA,NA,NA,NA,"funeral",6,NA,NA,NA,NA,NA
"MD04",46,46,"Rwala Bedouin",NA,"Cj02",2.875,"General",3.5,NA,2,4,3,"law",1,0.680241660395452,NA,-0.537096652419888,0.238002376321892,0.017651381865001
"MD04",46,46,"Rwala Bedouin",NA,"Cj02",2.875,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"MD04",46,46,"Rwala Bedouin",NA,"Cj02",2.875,"Gender",NA,NA,NA,NA,NA,"gender",3,NA,NA,NA,NA,NA
"MD04",46,46,"Rwala Bedouin",NA,"Cj02",2.875,"Mar",2.125,NA,NA,NA,2,"marriage",4,-1.03973543587687,NA,NA,NA,-1.24529256002522
"MD04",46,46,"Rwala Bedouin",NA,"Cj02",2.875,"Sex",4,4,4,NA,4,"sex",5,1.30568787722175,0.955678430903108,0.249263276326954,NA,1.28059532375522
"MD04",46,46,"Rwala Bedouin",NA,"Cj02",2.875,"FM",1.375,NA,NA,NA,1.375,"funeral",6,-1.97790476111632,NA,NA,NA,-2.03463252370661
"MB01",47,47,"Turks",NA,"Ci05",3,"General",3,3.625,3,4,3,"law",1,0.0547954435691525,0.510511982320037,-0.143916688046467,0.238002376321892,0.017651381865001
"MB01",47,47,"Turks",NA,"Ci05",3,"Soc",2.125,1.75,1,NA,1.875,"social",2,-1.03973543587687,-1.71532026059532,-0.930276616793309,NA,-1.4031605527615
"MB01",47,47,"Turks",NA,"Ci05",3,"Gender",4,3.375,4,NA,3.75,"gender",3,1.30568787722175,0.213734349931322,0.249263276326954,NA,0.964859338282669
"MB01",47,47,"Turks",NA,"Ci05",3,"Mar",2.875,2.875,3,2.5,3,"marriage",4,-0.101566110637422,-0.379820914846107,-0.143916688046467,-0.349070151938776,0.017651381865001
"MB01",47,47,"Turks",NA,"Ci05",3,"Sex",3.625,4,4,3.125,3.875,"sex",5,0.836603214602027,0.955678430903108,0.249263276326954,-0.104456598496831,1.12272733101895
"MB01",47,47,"Turks",NA,"Ci05",3,"FM",NA,NA,NA,NA,NA,"funeral",6,NA,NA,NA,NA,NA
"ER06",51,51,"Rural Irish",NA,"Cg03",3.75,"General",3.75,3.25,3.75,3.75,3.75,"law",1,0.992964768808601,0.0653455337369648,0.150968285233599,0.140156954945114,0.964859338282669
"ER06",51,51,"Rural Irish",NA,"Cg03",3.75,"Soc",4,4,4,NA,4,"social",2,1.30568787722175,0.955678430903108,0.249263276326954,NA,1.28059532375522
"ER06",51,51,"Rural Irish",NA,"Cg03",3.75,"Gender",3.75,NA,3.25,3.75,3.75,"gender",3,0.992964768808601,NA,-0.0456216969531117,0.140156954945114,0.964859338282669
"ER06",51,51,"Rural Irish",NA,"Cg03",3.75,"Mar",3.25,NA,NA,3.25,3.25,"marriage",4,0.367518551982302,NA,NA,-0.0555338878084417,0.333387367337557
"ER06",51,51,"Rural Irish",NA,"Cg03",3.75,"Sex",4,NA,4,3.25,3.75,"sex",5,1.30568787722175,NA,0.249263276326954,-0.0555338878084417,0.964859338282669
"ER06",51,51,"Rural Irish",NA,"Cg03",3.75,"FM",4,NA,NA,4,4,"funeral",6,1.30568787722175,NA,NA,0.238002376321892,1.28059532375522
"EP04",52,52,"Saami","20","Cg04",2,"General",2.25,4,3.25,NA,2.25,"law",1,-0.883373881670296,0.955678430903108,-0.0456216969531117,NA,-0.929556574552667
"EP04",52,52,"Saami","20","Cg04",2,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"EP04",52,52,"Saami","20","Cg04",2,"Gender",1.75,NA,NA,NA,1.75,"gender",3,-1.5088200984966,NA,NA,NA,-1.56102854549778
"EP04",52,52,"Saami","20","Cg04",2,"Mar",2,4,3,4,2,"marriage",4,-1.19609699008345,0.955678430903108,-0.143916688046467,0.238002376321892,-1.24529256002522
"EP04",52,52,"Saami","20","Cg04",2,"Sex",2.25,NA,NA,NA,2.25,"sex",5,-0.883373881670296,NA,NA,NA,-0.929556574552667
"EP04",52,52,"Saami","20","Cg04",2,"FM",NA,NA,NA,NA,NA,"funeral",6,NA,NA,NA,NA,NA
"RU41",53,53,"Nenets",NA,"Ec04",3,"General",2,3,3,NA,2,"law",1,-1.19609699008345,-0.23143209865175,-0.143916688046467,NA,-1.24529256002522
"RU41",53,53,"Nenets",NA,"Ec04",3,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"RU41",53,53,"Nenets",NA,"Ec04",3,"Gender",3.25,3.25,3,4,3.25,"gender",3,0.367518551982302,0.0653455337369648,-0.143916688046467,0.238002376321892,0.333387367337557
"RU41",53,53,"Nenets",NA,"Ec04",3,"Mar",3.25,NA,NA,NA,3.25,"marriage",4,0.367518551982302,NA,NA,NA,0.333387367337557
"RU41",53,53,"Nenets",NA,"Ec04",3,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"RU41",53,53,"Nenets",NA,"Ec04",3,"FM",2.75,4,NA,4,3,"funeral",6,-0.257927664843997,0.955678430903108,NA,0.238002376321892,0.017651381865001
"RF10",54,54,"Russians",NA,"Ch11",4,"General",4,3.75,4,3.75,3.75,"law",1,1.30568787722175,0.658900798514394,0.249263276326954,0.140156954945114,0.964859338282669
"RF10",54,54,"Russians",NA,"Ch11",4,"Soc",4,4,4,NA,4,"social",2,1.30568787722175,0.955678430903108,0.249263276326954,NA,1.28059532375522
"RF10",54,54,"Russians",NA,"Ch11",4,"Gender",3.75,NA,NA,4,4,"gender",3,0.992964768808601,NA,NA,0.238002376321892,1.28059532375522
"RF10",54,54,"Russians",NA,"Ch11",4,"Mar",4,4,4,4,4,"marriage",4,1.30568787722175,0.955678430903108,0.249263276326954,0.238002376321892,1.28059532375522
"RF10",54,54,"Russians",NA,"Ch11",4,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"RF10",54,54,"Russians",NA,"Ch11",4,"FM",4,NA,NA,3.75,4,"funeral",6,1.30568787722175,NA,NA,0.140156954945114,1.28059532375522
"RI03",55,55,"Abkhazians",NA,"Ci12",3.5,"General",3,3.625,3.75,NA,3.625,"law",1,0.0547954435691525,0.510511982320037,0.150968285233599,NA,0.806991345546391
"RI03",55,55,"Abkhazians",NA,"Ci12",3.5,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"RI03",55,55,"Abkhazians",NA,"Ci12",3.5,"Gender",1.875,NA,NA,NA,1.875,"gender",3,-1.35245854429002,NA,NA,NA,-1.4031605527615
"RI03",55,55,"Abkhazians",NA,"Ci12",3.5,"Mar",3.375,NA,NA,2.25,3.375,"marriage",4,0.523880106188877,NA,NA,-0.446915573315554,0.491255360073835
"RI03",55,55,"Abkhazians",NA,"Ci12",3.5,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"RI03",55,55,"Abkhazians",NA,"Ci12",3.5,"FM",3.625,4,3.5,3.625,3.875,"funeral",6,0.836603214602027,0.955678430903108,0.0526732941402436,0.0912342442567254,1.12272733101895
"MA11",57,57,"Kurds","21","Ci11",3.25,"General",3,3.25,3.75,2.75,3.25,"law",1,0.0547954435691525,0.0653455337369648,0.150968285233599,-0.251224730561998,0.333387367337557
"MA11",57,57,"Kurds","21","Ci11",3.25,"Soc",2.75,NA,NA,2,2.25,"social",2,-0.257927664843997,NA,NA,-0.544760994692332,-0.929556574552667
"MA11",57,57,"Kurds","21","Ci11",3.25,"Gender",3.25,3.75,3.75,2.75,3.75,"gender",3,0.367518551982302,0.658900798514394,0.150968285233599,-0.251224730561998,0.964859338282669
"MA11",57,57,"Kurds","21","Ci11",3.25,"Mar",3.25,3.75,4,3,3.25,"marriage",4,0.367518551982302,0.658900798514394,0.249263276326954,-0.15337930918522,0.333387367337557
"MA11",57,57,"Kurds","21","Ci11",3.25,"Sex",3.75,4,4,3,3.75,"sex",5,0.992964768808601,0.955678430903108,0.249263276326954,-0.15337930918522,0.964859338282669
"MA11",57,57,"Kurds","21","Ci11",3.25,"FM",3.25,NA,NA,3.25,3.25,"funeral",6,0.367518551982302,NA,NA,-0.0555338878084417,0.333387367337557
"MA10",58,58,"Basseri",NA,"Ea06",3,"General",2.125,3.125,2.375,3.125,2.75,"law",1,-1.03973543587687,-0.0830432824573925,-0.389654165779855,-0.104456598496831,-0.298084603607555
"MA10",58,58,"Basseri",NA,"Ea06",3,"Soc",2.25,NA,NA,NA,NA,"social",2,-0.883373881670296,NA,NA,NA,NA
"MA10",58,58,"Basseri",NA,"Ea06",3,"Gender",2.375,NA,NA,4,2.375,"gender",3,-0.727012327463722,NA,NA,0.238002376321892,-0.771688581816389
"MA10",58,58,"Basseri",NA,"Ea06",3,"Mar",3.875,4,4,3.25,3.75,"marriage",4,1.14932632301518,0.955678430903108,0.249263276326954,-0.0555338878084417,0.964859338282669
"MA10",58,58,"Basseri",NA,"Ea06",3,"Sex",3.5,4,3,4,3.875,"sex",5,0.680241660395452,0.955678430903108,-0.143916688046467,0.238002376321892,1.12272733101895
"MA10",58,58,"Basseri",NA,"Ea06",3,"FM",2.875,NA,NA,3,3,"funeral",6,-0.101566110637422,NA,NA,-0.15337930918522,0.017651381865001
"AT03",59,59,"West Punjabi",NA,"Ea13",NA,"General",NA,NA,NA,NA,NA,"law",1,NA,NA,NA,NA,NA
"AT03",59,59,"West Punjabi",NA,"Ea13",NA,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"AT03",59,59,"West Punjabi",NA,"Ea13",NA,"Gender",NA,NA,NA,NA,NA,"gender",3,NA,NA,NA,NA,NA
"AT03",59,59,"West Punjabi",NA,"Ea13",NA,"Mar",NA,NA,NA,NA,NA,"marriage",4,NA,NA,NA,NA,NA
"AT03",59,59,"West Punjabi",NA,"Ea13",NA,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"AT03",59,59,"West Punjabi",NA,"Ea13",NA,"FM",NA,NA,NA,NA,NA,"funeral",6,NA,NA,NA,NA,NA
"AW32",60,60,"Gond",NA,"Eg13",3,"General",2.125,3.125,3.125,3.625,3,"law",1,-1.03973543587687,-0.0830432824573925,-0.0947691924997893,0.0912342442567254,0.017651381865001
"AW32",60,60,"Gond",NA,"Eg13",3,"Soc",3,3,2,NA,2.375,"social",2,0.0547954435691525,-0.23143209865175,-0.537096652419888,NA,-0.771688581816389
"AW32",60,60,"Gond",NA,"Eg13",3,"Gender",3.125,NA,4,NA,3.25,"gender",3,0.211156997775727,NA,0.249263276326954,NA,0.333387367337557
"AW32",60,60,"Gond",NA,"Eg13",3,"Mar",1.5,NA,NA,4,1,"marriage",4,-1.82154320690975,NA,NA,0.238002376321892,-2.50823650191545
"AW32",60,60,"Gond",NA,"Eg13",3,"Sex",3.125,3.5,4,NA,3.875,"sex",5,0.211156997775727,0.362123166125679,0.249263276326954,NA,1.12272733101895
"AW32",60,60,"Gond",NA,"Eg13",3,"FM",3,4,4,4,3.875,"funeral",6,0.0547954435691525,0.955678430903108,0.249263276326954,0.238002376321892,1.12272733101895
"AW42",62,62,"Santal","28","Ef01",3.75,"General",3.875,4,4,3.125,4,"law",1,1.14932632301518,0.955678430903108,0.249263276326954,-0.104456598496831,1.28059532375522
"AW42",62,62,"Santal","28","Ef01",3.75,"Soc",2.875,NA,NA,NA,2.875,"social",2,-0.101566110637422,NA,NA,NA,-0.140216610871277
"AW42",62,62,"Santal","28","Ef01",3.75,"Gender",3.25,NA,3.25,3.5,3.25,"gender",3,0.367518551982302,NA,-0.0456216969531117,0.0423115335683364,0.333387367337557
"AW42",62,62,"Santal","28","Ef01",3.75,"Mar",3.75,4,3,4,3.75,"marriage",4,0.992964768808601,0.955678430903108,-0.143916688046467,0.238002376321892,0.964859338282669
"AW42",62,62,"Santal","28","Ef01",3.75,"Sex",2.875,3.125,3.25,2.75,3,"sex",5,-0.101566110637422,-0.0830432824573925,-0.0456216969531117,-0.251224730561998,0.017651381865001
"AW42",62,62,"Santal","28","Ef01",3.75,"FM",4,4,4,4,4,"funeral",6,1.30568787722175,0.955678430903108,0.249263276326954,0.238002376321892,1.28059532375522
"AW19",63,63,"Uttar Pradesh",NA,"Ef11",3.875,"General",3.75,NA,3.5,NA,3.75,"law",1,0.992964768808601,NA,0.0526732941402436,NA,0.964859338282669
"AW19",63,63,"Uttar Pradesh",NA,"Ef11",3.875,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"AW19",63,63,"Uttar Pradesh",NA,"Ef11",3.875,"Gender",3.125,NA,NA,NA,3.125,"gender",3,0.211156997775727,NA,NA,NA,0.175519374601279
"AW19",63,63,"Uttar Pradesh",NA,"Ef11",3.875,"Mar",4,4,3.5,4,4,"marriage",4,1.30568787722175,0.955678430903108,0.0526732941402436,0.238002376321892,1.28059532375522
"AW19",63,63,"Uttar Pradesh",NA,"Ef11",3.875,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"AW19",63,63,"Uttar Pradesh",NA,"Ef11",3.875,"FM",4,NA,NA,4,4,"funeral",6,1.30568787722175,NA,NA,0.238002376321892,1.28059532375522
"AV07",64,64,"Burusho",NA,"Ee02",1.75,"General",2,1.5,1.125,4,2,"law",1,-1.19609699008345,-2.01209789298404,-0.881129121246631,0.238002376321892,-1.24529256002522
"AV07",64,64,"Burusho",NA,"Ee02",1.75,"Soc",1.75,2.375,1.5,4,2,"social",2,-1.5088200984966,-0.973376179623536,-0.733686634606599,0.238002376321892,-1.24529256002522
"AV07",64,64,"Burusho",NA,"Ee02",1.75,"Gender",1.5,NA,NA,NA,1.5,"gender",3,-1.82154320690975,NA,NA,NA,-1.87676453097033
"AV07",64,64,"Burusho",NA,"Ee02",1.75,"Mar",2.125,NA,NA,NA,2.125,"marriage",4,-1.03973543587687,NA,NA,NA,-1.08742456728894
"AV07",64,64,"Burusho",NA,"Ee02",1.75,"Sex",2.375,4,3.5,4,3,"sex",5,-0.727012327463722,0.955678430903108,0.0526732941402436,0.238002376321892,0.017651381865001
"AV07",64,64,"Burusho",NA,"Ee02",1.75,"FM",NA,NA,NA,NA,NA,"funeral",6,NA,NA,NA,NA,NA
"RQ02",65,65,"Kazakh",NA,"Eb01",3.25,"General",3.75,3.75,3.25,4,3.75,"law",1,0.992964768808601,0.658900798514394,-0.0456216969531117,0.238002376321892,0.964859338282669
"RQ02",65,65,"Kazakh",NA,"Eb01",3.25,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"RQ02",65,65,"Kazakh",NA,"Eb01",3.25,"Gender",3.75,NA,NA,3.25,3.75,"gender",3,0.992964768808601,NA,NA,-0.0555338878084417,0.964859338282669
"RQ02",65,65,"Kazakh",NA,"Eb01",3.25,"Mar",3.25,3.25,3.25,3.75,3.25,"marriage",4,0.367518551982302,0.0653455337369648,-0.0456216969531117,0.140156954945114,0.333387367337557
"RQ02",65,65,"Kazakh",NA,"Eb01",3.25,"Sex",3.25,3.75,3.25,3,3.25,"sex",5,0.367518551982302,0.658900798514394,-0.0456216969531117,-0.15337930918522,0.333387367337557
"RQ02",65,65,"Kazakh",NA,"Eb01",3.25,"FM",3.25,NA,NA,3,3.25,"funeral",6,0.367518551982302,NA,NA,-0.15337930918522,0.333387367337557
"AH01",66,66,"Mongolia",NA,"Eb03",2.75,"General",3,3.25,4,2.75,3,"law",1,0.0547954435691525,0.0653455337369648,0.249263276326954,-0.251224730561998,0.017651381865001
"AH01",66,66,"Mongolia",NA,"Eb03",2.75,"Soc",NA,4,4,NA,4,"social",2,NA,0.955678430903108,0.249263276326954,NA,1.28059532375522
"AH01",66,66,"Mongolia",NA,"Eb03",2.75,"Gender",1,NA,NA,NA,1,"gender",3,-2.44698942373604,NA,NA,NA,-2.50823650191545
"AH01",66,66,"Mongolia",NA,"Eb03",2.75,"Mar",2.25,NA,NA,2,2.25,"marriage",4,-0.883373881670296,NA,NA,-0.544760994692332,-0.929556574552667
"AH01",66,66,"Mongolia",NA,"Eb03",2.75,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"AH01",66,66,"Mongolia",NA,"Eb03",2.75,"FM",2.25,NA,NA,NA,NA,"funeral",6,-0.883373881670296,NA,NA,NA,NA
"AK05",68,68,"Lepcha",NA,"Ee03",3,"General",2.25,3,3.75,4,3,"law",1,-0.883373881670296,-0.23143209865175,0.150968285233599,0.238002376321892,0.017651381865001
"AK05",68,68,"Lepcha",NA,"Ee03",3,"Soc",3,4,4,3,3.25,"social",2,0.0547954435691525,0.955678430903108,0.249263276326954,-0.15337930918522,0.333387367337557
"AK05",68,68,"Lepcha",NA,"Ee03",3,"Gender",1.25,3,3,NA,1.25,"gender",3,-2.1342663153229,-0.23143209865175,-0.143916688046467,NA,-2.19250051644289
"AK05",68,68,"Lepcha",NA,"Ee03",3,"Mar",3.25,3.75,3,3.75,3.25,"marriage",4,0.367518551982302,0.658900798514394,-0.143916688046467,0.140156954945114,0.333387367337557
"AK05",68,68,"Lepcha",NA,"Ee03",3,"Sex",2.25,4,4,3,3,"sex",5,-0.883373881670296,0.955678430903108,0.249263276326954,-0.15337930918522,0.017651381865001
"AK05",68,68,"Lepcha",NA,"Ee03",3,"FM",3.75,4,4,4,4,"funeral",6,0.992964768808601,0.955678430903108,0.249263276326954,0.238002376321892,1.28059532375522
"AR05",69,69,"Garo","27","Ei01",3,"General",3.125,3,2.875,3.25,3,"law",1,0.211156997775727,-0.23143209865175,-0.193064183593145,-0.0555338878084417,0.017651381865001
"AR05",69,69,"Garo","27","Ei01",3,"Soc",3.125,2.25,2.25,3.125,3,"social",2,0.211156997775727,-1.12176499581789,-0.438801661326533,-0.104456598496831,0.017651381865001
"AR05",69,69,"Garo","27","Ei01",3,"Gender",3,NA,NA,4,3,"gender",3,0.0547954435691525,NA,NA,0.238002376321892,0.017651381865001
"AR05",69,69,"Garo","27","Ei01",3,"Mar",3.25,4,2.875,3,3.125,"marriage",4,0.367518551982302,0.955678430903108,-0.193064183593145,-0.15337930918522,0.175519374601279
"AR05",69,69,"Garo","27","Ei01",3,"Sex",2.125,2.5,2.125,2,2,"sex",5,-1.03973543587687,-0.824987363429179,-0.48794915687321,-0.544760994692332,-1.24529256002522
"AR05",69,69,"Garo","27","Ei01",3,"FM",4,NA,NA,4,4,"funeral",6,1.30568787722175,NA,NA,0.238002376321892,1.28059532375522
"AR20",70,70,"Mara",NA,"Ei04",2.25,"General",2.25,2.75,2.75,4,2.75,"law",1,-0.883373881670296,-0.528209731040464,-0.242211679139822,0.238002376321892,-0.298084603607555
"AR20",70,70,"Mara",NA,"Ei04",2.25,"Soc",1.25,2,3,NA,1.75,"social",2,-2.1342663153229,-1.41854262820661,-0.143916688046467,NA,-1.56102854549778
"AR20",70,70,"Mara",NA,"Ei04",2.25,"Gender",2.75,NA,3,4,2.75,"gender",3,-0.257927664843997,NA,-0.143916688046467,0.238002376321892,-0.298084603607555
"AR20",70,70,"Mara",NA,"Ei04",2.25,"Mar",2.75,2,2.75,3.25,2.75,"marriage",4,-0.257927664843997,-1.41854262820661,-0.242211679139822,-0.0555338878084417,-0.298084603607555
"AR20",70,70,"Mara",NA,"Ei04",2.25,"Sex",1.25,2,1.75,4,1.25,"sex",5,-2.1342663153229,-1.41854262820661,-0.635391643513243,0.238002376321892,-2.19250051644289
"AR20",70,70,"Mara",NA,"Ei04",2.25,"FM",NA,NA,NA,NA,NA,"funeral",6,NA,NA,NA,NA,NA
"AP04",71,71,"Burmans",NA,"Ei03",2,"General",1.75,4,2.25,NA,2,"law",1,-1.5088200984966,0.955678430903108,-0.438801661326533,NA,-1.24529256002522
"AP04",71,71,"Burmans",NA,"Ei03",2,"Soc",2,2.75,3,NA,2,"social",2,-1.19609699008345,-0.528209731040464,-0.143916688046467,NA,-1.24529256002522
"AP04",71,71,"Burmans",NA,"Ei03",2,"Gender",1.75,NA,NA,NA,1.75,"gender",3,-1.5088200984966,NA,NA,NA,-1.56102854549778
"AP04",71,71,"Burmans",NA,"Ei03",2,"Mar",1.75,NA,NA,NA,1.75,"marriage",4,-1.5088200984966,NA,NA,NA,-1.56102854549778
"AP04",71,71,"Burmans",NA,"Ei03",2,"Sex",2.75,4,2.25,3,3,"sex",5,-0.257927664843997,0.955678430903108,-0.438801661326533,-0.15337930918522,0.017651381865001
"AP04",71,71,"Burmans",NA,"Ei03",2,"FM",3,3.25,3,4,3.25,"funeral",6,0.0547954435691525,0.0653455337369648,-0.143916688046467,0.238002376321892,0.333387367337557
"AM28",72,72,"Rmeet",NA,"Ej01",NA,"General",NA,NA,NA,NA,NA,"law",1,NA,NA,NA,NA,NA
"AM28",72,72,"Rmeet",NA,"Ej01",NA,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"AM28",72,72,"Rmeet",NA,"Ej01",NA,"Gender",NA,NA,NA,NA,NA,"gender",3,NA,NA,NA,NA,NA
"AM28",72,72,"Rmeet",NA,"Ej01",NA,"Mar",NA,NA,NA,NA,NA,"marriage",4,NA,NA,NA,NA,NA
"AM28",72,72,"Rmeet",NA,"Ej01",NA,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"AM28",72,72,"Rmeet",NA,"Ej01",NA,"FM",NA,NA,NA,NA,NA,"funeral",6,NA,NA,NA,NA,NA
"AM11",73,73,"Vietnamese",NA,"Ej04",3,"General",2.75,3,3.25,2.25,2.75,"law",1,-0.257927664843997,-0.23143209865175,-0.0456216969531117,-0.446915573315554,-0.298084603607555
"AM11",73,73,"Vietnamese",NA,"Ej04",3,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"AM11",73,73,"Vietnamese",NA,"Ej04",3,"Gender",3,NA,NA,NA,3,"gender",3,0.0547954435691525,NA,NA,NA,0.017651381865001
"AM11",73,73,"Vietnamese",NA,"Ej04",3,"Mar",NA,NA,NA,NA,NA,"marriage",4,NA,NA,NA,NA,NA
"AM11",73,73,"Vietnamese",NA,"Ej04",3,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"AM11",73,73,"Vietnamese",NA,"Ej04",3,"FM",3.75,NA,NA,NA,3.75,"funeral",6,0.992964768808601,NA,NA,NA,0.964859338282669
"AO07",76,76,"Central Thai","30","Ej09",2.125,"General",2,3.875,3.875,3.875,2.625,"law",1,-1.19609699008345,0.807289614708751,0.200115780780277,0.189079665633503,-0.455952596343833
"AO07",76,76,"Central Thai","30","Ej09",2.125,"Soc",2.5,1.125,1.625,3.75,2,"social",2,-0.570650773257147,-2.45726434156711,-0.684539139059921,0.140156954945114,-1.24529256002522
"AO07",76,76,"Central Thai","30","Ej09",2.125,"Gender",1,2,NA,3.25,1.375,"gender",3,-2.44698942373604,-1.41854262820661,NA,-0.0555338878084417,-2.03463252370661
"AO07",76,76,"Central Thai","30","Ej09",2.125,"Mar",1.125,1.25,3.25,NA,1.125,"marriage",4,-2.29062786952947,-2.30887552537275,-0.0456216969531117,NA,-2.35036850917917
"AO07",76,76,"Central Thai","30","Ej09",2.125,"Sex",2.125,3.5,2.625,2.875,2.125,"sex",5,-1.03973543587687,0.362123166125679,-0.2913591746865,-0.202302019873609,-1.08742456728894
"AO07",76,76,"Central Thai","30","Ej09",2.125,"FM",3.5,3.375,2.875,4,3.5,"funeral",6,0.680241660395452,0.213734349931322,-0.193064183593145,0.238002376321892,0.649123352810113
"AZ02",79,79,"Andamans","31","Eh01",2.75,"General",3.25,2.5,2.875,4,3,"law",1,0.367518551982302,-0.824987363429179,-0.193064183593145,0.238002376321892,0.017651381865001
"AZ02",79,79,"Andamans","31","Eh01",2.75,"Soc",2.25,NA,1,4,2.125,"social",2,-0.883373881670296,NA,-0.930276616793309,0.238002376321892,-1.08742456728894
"AZ02",79,79,"Andamans","31","Eh01",2.75,"Gender",2.875,NA,NA,NA,2.875,"gender",3,-0.101566110637422,NA,NA,NA,-0.140216610871277
"AZ02",79,79,"Andamans","31","Eh01",2.75,"Mar",2.5,NA,NA,2.5,2.5,"marriage",4,-0.570650773257147,NA,NA,-0.349070151938776,-0.613820589080111
"AZ02",79,79,"Andamans","31","Eh01",2.75,"Sex",2,2,1,2,2,"sex",5,-1.19609699008345,-1.41854262820661,-0.930276616793309,-0.544760994692332,-1.24529256002522
"AZ02",79,79,"Andamans","31","Eh01",2.75,"FM",3,NA,NA,NA,3,"funeral",6,0.0547954435691525,NA,NA,NA,0.017651381865001
"OE05",83,83,"Javanese",NA,"Ib02",1.75,"General",2,1.75,2,2,2,"law",1,-1.19609699008345,-1.71532026059532,-0.537096652419888,-0.544760994692332,-1.24529256002522
"OE05",83,83,"Javanese",NA,"Ib02",1.75,"Soc",2.25,2.25,2.25,4,2.25,"social",2,-0.883373881670296,-1.12176499581789,-0.438801661326533,0.238002376321892,-0.929556574552667
"OE05",83,83,"Javanese",NA,"Ib02",1.75,"Gender",2,NA,NA,2.25,2,"gender",3,-1.19609699008345,NA,NA,-0.446915573315554,-1.24529256002522
"OE05",83,83,"Javanese",NA,"Ib02",1.75,"Mar",2.25,NA,NA,1.75,1.75,"marriage",4,-0.883373881670296,NA,NA,-0.64260641606911,-1.56102854549778
"OE05",83,83,"Javanese",NA,"Ib02",1.75,"Sex",1.75,1.25,1.25,2,1.25,"sex",5,-1.5088200984966,-2.30887552537275,-0.831981625699954,-0.544760994692332,-2.19250051644289
"OE05",83,83,"Javanese",NA,"Ib02",1.75,"FM",3,NA,NA,3.25,3,"funeral",6,0.0547954435691525,NA,NA,-0.0555338878084417,0.017651381865001
"OF07",84,84,"Balinese",NA,"Ib03",3,"General",3,3.125,3.375,3,3.125,"law",1,0.0547954435691525,-0.0830432824573925,0.00352579859356598,-0.15337930918522,0.175519374601279
"OF07",84,84,"Balinese",NA,"Ib03",3,"Soc",3,1,1,3.125,2.875,"social",2,0.0547954435691525,-2.60565315776147,-0.930276616793309,-0.104456598496831,-0.140216610871277
