"OWC","SCCS.ID","minerva_id","eHRAF.Name","PSF.Cluster","EA.ID","General_TL5B_avg_final","Domain_prefix","TL1","TL2","TL3","TL4","TL5","Domain_name","Domain_num","Z_TL1","Z_TL2","Z_TL3","Z_TL4","Z_TL5"
"OF07",84,84,"Balinese",NA,"Ib03",3,"Gender",2.375,NA,NA,3,2.5,"gender",3,-0.727012327463722,NA,NA,-0.15337930918522,-0.613820589080111
"OF07",84,84,"Balinese",NA,"Ib03",3,"Mar",3.125,2.375,3,3,3,"marriage",4,0.211156997775727,-0.973376179623536,-0.143916688046467,-0.15337930918522,0.017651381865001
"OF07",84,84,"Balinese",NA,"Ib03",3,"Sex",2.5,2.125,3.75,3.875,2.625,"sex",5,-0.570650773257147,-1.27015381201225,0.150968285233599,0.189079665633503,-0.455952596343833
"OF07",84,84,"Balinese",NA,"Ib03",3,"FM",4,4,3.875,4,4,"funeral",6,1.30568787722175,0.955678430903108,0.200115780780277,0.238002376321892,1.28059532375522
"OC06",85,85,"Iban","33","Ib01",NA,"General",3.25,4,3,2.75,3.25,"law",1,0.367518551982302,0.955678430903108,-0.143916688046467,-0.251224730561998,0.333387367337557
"OC06",85,85,"Iban","33","Ib01",NA,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"OC06",85,85,"Iban","33","Ib01",NA,"Gender",2.25,2.25,2,3,2.25,"gender",3,-0.883373881670296,-1.12176499581789,-0.537096652419888,-0.15337930918522,-0.929556574552667
"OC06",85,85,"Iban","33","Ib01",NA,"Mar",2,3.25,3.25,4,2.75,"marriage",4,-1.19609699008345,0.0653455337369648,-0.0456216969531117,0.238002376321892,-0.298084603607555
"OC06",85,85,"Iban","33","Ib01",NA,"Sex",3.25,4,3.25,4,3.75,"sex",5,0.367518551982302,0.955678430903108,-0.0456216969531117,0.238002376321892,0.964859338282669
"OC06",85,85,"Iban","33","Ib01",NA,"FM",4,3.25,3.25,4,3.75,"funeral",6,1.30568787722175,0.0653455337369648,-0.0456216969531117,0.238002376321892,0.964859338282669
"OA08",86,86,"Sama-Bajau",NA,"Ia13",NA,"General",NA,NA,NA,NA,NA,"law",1,NA,NA,NA,NA,NA
"OA08",86,86,"Sama-Bajau",NA,"Ia13",NA,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"OA08",86,86,"Sama-Bajau",NA,"Ia13",NA,"Gender",NA,NA,NA,NA,NA,"gender",3,NA,NA,NA,NA,NA
"OA08",86,86,"Sama-Bajau",NA,"Ia13",NA,"Mar",NA,NA,NA,NA,NA,"marriage",4,NA,NA,NA,NA,NA
"OA08",86,86,"Sama-Bajau",NA,"Ia13",NA,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"OA08",86,86,"Sama-Bajau",NA,"Ia13",NA,"FM",NA,NA,NA,NA,NA,"funeral",6,NA,NA,NA,NA,NA
"OG11",87,87,"Eastern Toraja","34","Ic05",3.25,"General",4,4,3.875,2.875,4,"law",1,1.30568787722175,0.955678430903108,0.200115780780277,-0.202302019873609,1.28059532375522
"OG11",87,87,"Eastern Toraja","34","Ic05",3.25,"Soc",3,2.125,2.125,2.625,3,"social",2,0.0547954435691525,-1.27015381201225,-0.48794915687321,-0.300147441250387,0.017651381865001
"OG11",87,87,"Eastern Toraja","34","Ic05",3.25,"Gender",3.75,NA,2,3.375,3.5,"gender",3,0.992964768808601,NA,-0.537096652419888,-0.00661117712005266,0.649123352810113
"OG11",87,87,"Eastern Toraja","34","Ic05",3.25,"Mar",3,4,3.5,2.125,3,"marriage",4,0.0547954435691525,0.955678430903108,0.0526732941402436,-0.495838284003943,0.017651381865001
"OG11",87,87,"Eastern Toraja","34","Ic05",3.25,"Sex",2.5,4,3.625,2,2.875,"sex",5,-0.570650773257147,0.955678430903108,0.101820789686921,-0.544760994692332,-0.140216610871277
"OG11",87,87,"Eastern Toraja","34","Ic05",3.25,"FM",4,4,4,4,4,"funeral",6,1.30568787722175,0.955678430903108,0.249263276326954,0.238002376321892,1.28059532375522
"OI20",90,90,"Tiwi",NA,"Id03",3,"General",3,3,3.25,NA,2.5,"law",1,0.0547954435691525,-0.23143209865175,-0.0456216969531117,NA,-0.613820589080111
"OI20",90,90,"Tiwi",NA,"Id03",3,"Soc",2.125,NA,NA,NA,2.125,"social",2,-1.03973543587687,NA,NA,NA,-1.08742456728894
"OI20",90,90,"Tiwi",NA,"Id03",3,"Gender",3.875,NA,NA,NA,3.625,"gender",3,1.14932632301518,NA,NA,NA,0.806991345546391
"OI20",90,90,"Tiwi",NA,"Id03",3,"Mar",2.75,NA,NA,NA,2.875,"marriage",4,-0.257927664843997,NA,NA,NA,-0.140216610871277
"OI20",90,90,"Tiwi",NA,"Id03",3,"Sex",2.875,3.125,3.125,1,3,"sex",5,-0.101566110637422,-0.0830432824573925,-0.0947691924997893,-0.936142680199444,0.017651381865001
"OI20",90,90,"Tiwi",NA,"Id03",3,"FM",3.375,4,4,4,3.625,"funeral",6,0.523880106188877,0.955678430903108,0.249263276326954,0.238002376321892,0.806991345546391
"OI08",91,91,"Aranda","35","Id01",3.875,"General",4,4,3.875,4,4,"law",1,1.30568787722175,0.955678430903108,0.200115780780277,0.238002376321892,1.28059532375522
"OI08",91,91,"Aranda","35","Id01",3.875,"Soc",3.25,3.375,4,4,3.75,"social",2,0.367518551982302,0.213734349931322,0.249263276326954,0.238002376321892,0.964859338282669
"OI08",91,91,"Aranda","35","Id01",3.875,"Gender",3.5,4,3.5,NA,3.5,"gender",3,0.680241660395452,0.955678430903108,0.0526732941402436,NA,0.649123352810113
"OI08",91,91,"Aranda","35","Id01",3.875,"Mar",3.875,4,4,3.75,3.875,"marriage",4,1.14932632301518,0.955678430903108,0.249263276326954,0.140156954945114,1.12272733101895
"OI08",91,91,"Aranda","35","Id01",3.875,"Sex",3.5,4,3.5,NA,3.5,"sex",5,0.680241660395452,0.955678430903108,0.0526732941402436,NA,0.649123352810113
"OI08",91,91,"Aranda","35","Id01",3.875,"FM",4,4,4,4,4,"funeral",6,1.30568787722175,0.955678430903108,0.249263276326954,0.238002376321892,1.28059532375522
"OJ23",92,92,"Orokaiva",NA,"Ie09",2,"General",2.25,4,3.75,2.75,2.25,"law",1,-0.883373881670296,0.955678430903108,0.150968285233599,-0.251224730561998,-0.929556574552667
"OJ23",92,92,"Orokaiva",NA,"Ie09",2,"Soc",1.25,2,2.75,NA,1.75,"social",2,-2.1342663153229,-1.41854262820661,-0.242211679139822,NA,-1.56102854549778
"OJ23",92,92,"Orokaiva",NA,"Ie09",2,"Gender",3.75,4,4,4,4,"gender",3,0.992964768808601,0.955678430903108,0.249263276326954,0.238002376321892,1.28059532375522
"OJ23",92,92,"Orokaiva",NA,"Ie09",2,"Mar",1.25,NA,NA,1,1.25,"marriage",4,-2.1342663153229,NA,NA,-0.936142680199444,-2.19250051644289
"OJ23",92,92,"Orokaiva",NA,"Ie09",2,"Sex",2.25,NA,NA,NA,2.25,"sex",5,-0.883373881670296,NA,NA,NA,-0.929556574552667
"OJ23",92,92,"Orokaiva",NA,"Ie09",2,"FM",3,NA,NA,2.75,3,"funeral",6,0.0547954435691525,NA,NA,-0.251224730561998,0.017651381865001
"OJ82",93,93,"Kimam",NA,"Ie18",3,"General",3.25,4,3.75,3,3.25,"law",1,0.367518551982302,0.955678430903108,0.150968285233599,-0.15337930918522,0.333387367337557
"OJ82",93,93,"Kimam",NA,"Ie18",3,"Soc",2,2.75,2,NA,2,"social",2,-1.19609699008345,-0.528209731040464,-0.537096652419888,NA,-1.24529256002522
"OJ82",93,93,"Kimam",NA,"Ie18",3,"Gender",3,4,3,NA,3,"gender",3,0.0547954435691525,0.955678430903108,-0.143916688046467,NA,0.017651381865001
"OJ82",93,93,"Kimam",NA,"Ie18",3,"Mar",2.25,NA,NA,3.75,2.25,"marriage",4,-0.883373881670296,NA,NA,0.140156954945114,-0.929556574552667
"OJ82",93,93,"Kimam",NA,"Ie18",3,"Sex",3,3.75,3,NA,3,"sex",5,0.0547954435691525,0.658900798514394,-0.143916688046467,NA,0.017651381865001
"OJ82",93,93,"Kimam",NA,"Ie18",3,"FM",4,4,4,4,4,"funeral",6,1.30568787722175,0.955678430903108,0.249263276326954,0.238002376321892,1.28059532375522
"OJ29",94,94,"Kapauku","36","Ie01",3,"General",3.5,3.625,3.75,2.875,3.5,"law",1,0.680241660395452,0.510511982320037,0.150968285233599,-0.202302019873609,0.649123352810113
"OJ29",94,94,"Kapauku","36","Ie01",3,"Soc",2.125,3.125,2.75,4,2.625,"social",2,-1.03973543587687,-0.0830432824573925,-0.242211679139822,0.238002376321892,-0.455952596343833
"OJ29",94,94,"Kapauku","36","Ie01",3,"Gender",3.25,3.625,3.375,3.875,3.75,"gender",3,0.367518551982302,0.510511982320037,0.00352579859356598,0.189079665633503,0.964859338282669
"OJ29",94,94,"Kapauku","36","Ie01",3,"Mar",3.125,4,4,2.625,3.25,"marriage",4,0.211156997775727,0.955678430903108,0.249263276326954,-0.300147441250387,0.333387367337557
"OJ29",94,94,"Kapauku","36","Ie01",3,"Sex",2.875,3.625,3.5,1.75,3,"sex",5,-0.101566110637422,0.510511982320037,0.0526732941402436,-0.64260641606911,0.017651381865001
"OJ29",94,94,"Kapauku","36","Ie01",3,"FM",2.875,4,3.75,3.25,3,"funeral",6,-0.101566110637422,0.955678430903108,0.150968285233599,-0.0555338878084417,0.017651381865001
"OM06",96,96,"Manus",NA,"Ig09",3.75,"General",3.625,3.875,3.875,3.875,3.875,"law",1,0.836603214602027,0.807289614708751,0.200115780780277,0.189079665633503,1.12272733101895
"OM06",96,96,"Manus",NA,"Ig09",3.75,"Soc",2.5,3.5,3,3.75,2.75,"social",2,-0.570650773257147,0.362123166125679,-0.143916688046467,0.140156954945114,-0.298084603607555
"OM06",96,96,"Manus",NA,"Ig09",3.75,"Gender",3.125,4,4,NA,3.75,"gender",3,0.211156997775727,0.955678430903108,0.249263276326954,NA,0.964859338282669
"OM06",96,96,"Manus",NA,"Ig09",3.75,"Mar",3,4,4,3,3.5,"marriage",4,0.0547954435691525,0.955678430903108,0.249263276326954,-0.15337930918522,0.649123352810113
"OM06",96,96,"Manus",NA,"Ig09",3.75,"Sex",3.875,4,3.75,4,3.875,"sex",5,1.14932632301518,0.955678430903108,0.150968285233599,0.238002376321892,1.12272733101895
"OM06",96,96,"Manus",NA,"Ig09",3.75,"FM",4,NA,NA,4,4,"funeral",6,1.30568787722175,NA,NA,0.238002376321892,1.28059532375522
"OL06",98,98,"Trobriands","38","Ig02",2,"General",2.5,2.125,3.125,3,2.625,"law",1,-0.570650773257147,-1.27015381201225,-0.0947691924997893,-0.15337930918522,-0.455952596343833
"OL06",98,98,"Trobriands","38","Ig02",2,"Soc",2.75,2.125,2.125,NA,2.5,"social",2,-0.257927664843997,-1.27015381201225,-0.48794915687321,NA,-0.613820589080111
"OL06",98,98,"Trobriands","38","Ig02",2,"Gender",2.75,3.25,3.25,4,2.75,"gender",3,-0.257927664843997,0.0653455337369648,-0.0456216969531117,0.238002376321892,-0.298084603607555
"OL06",98,98,"Trobriands","38","Ig02",2,"Mar",2.375,2.5,2.25,3.25,2.5,"marriage",4,-0.727012327463722,-0.824987363429179,-0.438801661326533,-0.0555338878084417,-0.613820589080111
"OL06",98,98,"Trobriands","38","Ig02",2,"Sex",1.875,2.375,2.25,1.625,1.875,"sex",5,-1.35245854429002,-0.973376179623536,-0.438801661326533,-0.691529126757499,-1.4031605527615
"OL06",98,98,"Trobriands","38","Ig02",2,"FM",4,3.625,3.25,4,3.875,"funeral",6,1.30568787722175,0.510511982320037,-0.0456216969531117,0.238002376321892,1.12272733101895
"ON19",99,99,"Siwai",NA,"Ig01",3,"General",3.25,3.75,3.75,2.75,3.25,"law",1,0.367518551982302,0.658900798514394,0.150968285233599,-0.251224730561998,0.333387367337557
"ON19",99,99,"Siwai",NA,"Ig01",3,"Soc",1.25,1,1.75,4,1.25,"social",2,-2.1342663153229,-2.60565315776147,-0.635391643513243,0.238002376321892,-2.19250051644289
"ON19",99,99,"Siwai",NA,"Ig01",3,"Gender",3.25,NA,NA,3.25,3.25,"gender",3,0.367518551982302,NA,NA,-0.0555338878084417,0.333387367337557
"ON19",99,99,"Siwai",NA,"Ig01",3,"Mar",3.25,3,3.25,2.75,3,"marriage",4,0.367518551982302,-0.23143209865175,-0.0456216969531117,-0.251224730561998,0.017651381865001
"ON19",99,99,"Siwai",NA,"Ig01",3,"Sex",2.75,2.75,3,2.25,2.75,"sex",5,-0.257927664843997,-0.528209731040464,-0.143916688046467,-0.446915573315554,-0.298084603607555
"ON19",99,99,"Siwai",NA,"Ig01",3,"FM",3.75,3.25,3,3.75,3.75,"funeral",6,0.992964768808601,0.0653455337369648,-0.143916688046467,0.140156954945114,0.964859338282669
"OT11",100,100,"Tikopia","40","Ii02",2.75,"General",2.75,2.75,3.25,3,3,"law",1,-0.257927664843997,-0.528209731040464,-0.0456216969531117,-0.15337930918522,0.017651381865001
"OT11",100,100,"Tikopia","40","Ii02",2.75,"Soc",2.75,1.75,2.25,4,2.75,"social",2,-0.257927664843997,-1.71532026059532,-0.438801661326533,0.238002376321892,-0.298084603607555
"OT11",100,100,"Tikopia","40","Ii02",2.75,"Gender",3,NA,NA,3.75,3,"gender",3,0.0547954435691525,NA,NA,0.140156954945114,0.017651381865001
"OT11",100,100,"Tikopia","40","Ii02",2.75,"Mar",2.25,NA,3.25,3,2.25,"marriage",4,-0.883373881670296,NA,-0.0456216969531117,-0.15337930918522,-0.929556574552667
"OT11",100,100,"Tikopia","40","Ii02",2.75,"Sex",2.75,NA,3.25,2.75,2.75,"sex",5,-0.257927664843997,NA,-0.0456216969531117,-0.251224730561998,-0.298084603607555
"OT11",100,100,"Tikopia","40","Ii02",2.75,"FM",3,2,2,NA,2.25,"funeral",6,0.0547954435691525,-1.41854262820661,-0.537096652419888,NA,-0.929556574552667
"OQ12",102,102,"Bau Fijians",NA,"Ih14",NA,"General",NA,NA,NA,NA,NA,"law",1,NA,NA,NA,NA,NA
"OQ12",102,102,"Bau Fijians",NA,"Ih14",NA,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"OQ12",102,102,"Bau Fijians",NA,"Ih14",NA,"Gender",NA,NA,NA,NA,NA,"gender",3,NA,NA,NA,NA,NA
"OQ12",102,102,"Bau Fijians",NA,"Ih14",NA,"Mar",NA,NA,NA,NA,NA,"marriage",4,NA,NA,NA,NA,NA
"OQ12",102,102,"Bau Fijians",NA,"Ih14",NA,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"OQ12",102,102,"Bau Fijians",NA,"Ih14",NA,"FM",NA,NA,NA,NA,NA,"funeral",6,NA,NA,NA,NA,NA
"OZ04",104,104,"Maori",NA,"Ij02",3.75,"General",3.75,4,4,2.125,3.875,"law",1,0.992964768808601,0.955678430903108,0.249263276326954,-0.495838284003943,1.12272733101895
"OZ04",104,104,"Maori",NA,"Ij02",3.75,"Soc",4,1,1.5,4,3.375,"social",2,1.30568787722175,-2.60565315776147,-0.733686634606599,0.238002376321892,0.491255360073835
"OZ04",104,104,"Maori",NA,"Ij02",3.75,"Gender",3.75,4,3.375,3,3.75,"gender",3,0.992964768808601,0.955678430903108,0.00352579859356598,-0.15337930918522,0.964859338282669
"OZ04",104,104,"Maori",NA,"Ij02",3.75,"Mar",3.25,NA,3.875,3,3.25,"marriage",4,0.367518551982302,NA,0.200115780780277,-0.15337930918522,0.333387367337557
"OZ04",104,104,"Maori",NA,"Ij02",3.75,"Sex",4,4,4,3,4,"sex",5,1.30568787722175,0.955678430903108,0.249263276326954,-0.15337930918522,1.28059532375522
"OZ04",104,104,"Maori",NA,"Ij02",3.75,"FM",3.875,4,3.875,3.5,3.875,"funeral",6,1.14932632301518,0.955678430903108,0.200115780780277,0.0423115335683364,1.12272733101895
"OU08",106,106,"Samoans",NA,"Ii14",4,"General",2.625,3.875,4,3.625,4,"law",1,-0.414289219050572,0.807289614708751,0.249263276326954,0.0912342442567254,1.28059532375522
"OU08",106,106,"Samoans",NA,"Ii14",4,"Soc",2.75,NA,NA,NA,NA,"social",2,-0.257927664843997,NA,NA,NA,NA
"OU08",106,106,"Samoans",NA,"Ii14",4,"Gender",NA,NA,NA,NA,NA,"gender",3,NA,NA,NA,NA,NA
"OU08",106,106,"Samoans",NA,"Ii14",4,"Mar",3.5,4,4,2.5,3.375,"marriage",4,0.680241660395452,0.955678430903108,0.249263276326954,-0.349070151938776,0.491255360073835
"OU08",106,106,"Samoans",NA,"Ii14",4,"Sex",3.375,4,4,1.875,3,"sex",5,0.523880106188877,0.955678430903108,0.249263276326954,-0.593683705380721,0.017651381865001
"OU08",106,106,"Samoans",NA,"Ii14",4,"FM",3.375,4,3.5,NA,3.625,"funeral",6,0.523880106188877,0.955678430903108,0.0526732941402436,NA,0.806991345546391
"OR11",108,108,"Marshallese",NA,"If17",3,"General",3.75,4,4,3,3.75,"law",1,0.992964768808601,0.955678430903108,0.249263276326954,-0.15337930918522,0.964859338282669
"OR11",108,108,"Marshallese",NA,"If17",3,"Soc",2.25,2,3,4,2.75,"social",2,-0.883373881670296,-1.41854262820661,-0.143916688046467,0.238002376321892,-0.298084603607555
"OR11",108,108,"Marshallese",NA,"If17",3,"Gender",3,NA,NA,3.75,3.25,"gender",3,0.0547954435691525,NA,NA,0.140156954945114,0.333387367337557
"OR11",108,108,"Marshallese",NA,"If17",3,"Mar",2,NA,NA,NA,1.75,"marriage",4,-1.19609699008345,NA,NA,NA,-1.56102854549778
"OR11",108,108,"Marshallese",NA,"If17",3,"Sex",2.25,3.75,3.75,NA,2.25,"sex",5,-0.883373881670296,0.658900798514394,0.150968285233599,NA,-0.929556574552667
"OR11",108,108,"Marshallese",NA,"If17",3,"FM",2.75,NA,NA,NA,2.75,"funeral",6,-0.257927664843997,NA,NA,NA,-0.298084603607555
"OR19",109,109,"Chuuk","37","If02",3.125,"General",3.75,3,2.875,3,3,"law",1,0.992964768808601,-0.23143209865175,-0.193064183593145,-0.15337930918522,0.017651381865001
"OR19",109,109,"Chuuk","37","If02",3.125,"Soc",2.125,3,3.5,NA,3,"social",2,-1.03973543587687,-0.23143209865175,0.0526732941402436,NA,0.017651381865001
"OR19",109,109,"Chuuk","37","If02",3.125,"Gender",3.5,4,4,NA,4,"gender",3,0.680241660395452,0.955678430903108,0.249263276326954,NA,1.28059532375522
"OR19",109,109,"Chuuk","37","If02",3.125,"Mar",2.75,3.125,3,3.125,3,"marriage",4,-0.257927664843997,-0.0830432824573925,-0.143916688046467,-0.104456598496831,0.017651381865001
"OR19",109,109,"Chuuk","37","If02",3.125,"Sex",2.75,2.5,2.5,1,2.375,"sex",5,-0.257927664843997,-0.824987363429179,-0.340506670233177,-0.936142680199444,-0.771688581816389
"OR19",109,109,"Chuuk","37","If02",3.125,"FM",2.875,NA,NA,NA,3,"funeral",6,-0.101566110637422,NA,NA,NA,0.017651381865001
"OR22",110,110,"Yapese",NA,"If06",3,"General",3.25,4,4,3.75,3.75,"law",1,0.367518551982302,0.955678430903108,0.249263276326954,0.140156954945114,0.964859338282669
"OR22",110,110,"Yapese",NA,"If06",3,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"OR22",110,110,"Yapese",NA,"If06",3,"Gender",3,NA,3,3.25,3,"gender",3,0.0547954435691525,NA,-0.143916688046467,-0.0555338878084417,0.017651381865001
"OR22",110,110,"Yapese",NA,"If06",3,"Mar",1.75,NA,NA,2,1.75,"marriage",4,-1.5088200984966,NA,NA,-0.544760994692332,-1.56102854549778
"OR22",110,110,"Yapese",NA,"If06",3,"Sex",2.25,3,3,NA,2.75,"sex",5,-0.883373881670296,-0.23143209865175,-0.143916688046467,NA,-0.298084603607555
"OR22",110,110,"Yapese",NA,"If06",3,"FM",2.75,3,3,NA,2.75,"funeral",6,-0.257927664843997,-0.23143209865175,-0.143916688046467,NA,-0.298084603607555
"OA19",112,112,"Ifugao","32","Ia03",2,"General",2.125,2.875,3,NA,2.625,"law",1,-1.03973543587687,-0.379820914846107,-0.143916688046467,NA,-0.455952596343833
"OA19",112,112,"Ifugao","32","Ia03",2,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"OA19",112,112,"Ifugao","32","Ia03",2,"Gender",1.125,NA,NA,3,1.125,"gender",3,-2.29062786952947,NA,NA,-0.15337930918522,-2.35036850917917
"OA19",112,112,"Ifugao","32","Ia03",2,"Mar",1.125,3.5,1.875,2,1.125,"marriage",4,-2.29062786952947,0.362123166125679,-0.586244147966566,-0.544760994692332,-2.35036850917917
"OA19",112,112,"Ifugao","32","Ia03",2,"Sex",2.5,3,2,3,2.5,"sex",5,-0.570650773257147,-0.23143209865175,-0.537096652419888,-0.15337930918522,-0.613820589080111
"OA19",112,112,"Ifugao","32","Ia03",2,"FM",3.375,3.625,4,4,3.375,"funeral",6,0.523880106188877,0.510511982320037,0.249263276326954,0.238002376321892,0.491255360073835
"AA01",116,116,"Korea","25","Ed01",3.875,"General",3.875,3.875,3.875,2.125,3.875,"law",1,1.14932632301518,0.807289614708751,0.200115780780277,-0.495838284003943,1.12272733101895
"AA01",116,116,"Korea","25","Ed01",3.875,"Soc",3.125,3.375,4,3.25,3.125,"social",2,0.211156997775727,0.213734349931322,0.249263276326954,-0.0555338878084417,0.175519374601279
"AA01",116,116,"Korea","25","Ed01",3.875,"Gender",3.875,4,NA,3,4,"gender",3,1.14932632301518,0.955678430903108,NA,-0.15337930918522,1.28059532375522
"AA01",116,116,"Korea","25","Ed01",3.875,"Mar",3.875,NA,NA,4,3.875,"marriage",4,1.14932632301518,NA,NA,0.238002376321892,1.12272733101895
"AA01",116,116,"Korea","25","Ed01",3.875,"Sex",4,3.125,2.875,2.875,3,"sex",5,1.30568787722175,-0.0830432824573925,-0.193064183593145,-0.202302019873609,0.017651381865001
"AA01",116,116,"Korea","25","Ed01",3.875,"FM",3.875,NA,NA,3.875,3.875,"funeral",6,1.14932632301518,NA,NA,0.189079665633503,1.12272733101895
"AB43",117,117,"Okayama",NA,"Ed05",NA,"General",3.75,3.75,3.75,3.75,3.75,"law",1,0.992964768808601,0.658900798514394,0.150968285233599,0.140156954945114,0.964859338282669
"AB43",117,117,"Okayama",NA,"Ed05",NA,"Soc",3.25,3,3.75,3.75,3.25,"social",2,0.367518551982302,-0.23143209865175,0.150968285233599,0.140156954945114,0.333387367337557
"AB43",117,117,"Okayama",NA,"Ed05",NA,"Gender",3.75,3.25,3.75,3.75,3.25,"gender",3,0.992964768808601,0.0653455337369648,0.150968285233599,0.140156954945114,0.333387367337557
"AB43",117,117,"Okayama",NA,"Ed05",NA,"Mar",NA,NA,NA,NA,3.75,"marriage",4,NA,NA,NA,NA,0.964859338282669
"AB43",117,117,"Okayama",NA,"Ed05",NA,"Sex",3.25,NA,3.25,NA,3.25,"sex",5,0.367518551982302,NA,-0.0456216969531117,NA,0.333387367337557
"AB43",117,117,"Okayama",NA,"Ed05",NA,"FM",3.75,NA,NA,4,4,"funeral",6,0.992964768808601,NA,NA,0.238002376321892,1.28059532375522
"AB06",118,118,"Ainu",NA,"Ec07",2.25,"General",1.75,3,3.25,NA,2.75,"law",1,-1.5088200984966,-0.23143209865175,-0.0456216969531117,NA,-0.298084603607555
"AB06",118,118,"Ainu",NA,"Ec07",2.25,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"AB06",118,118,"Ainu",NA,"Ec07",2.25,"Gender",2.25,NA,NA,3,2.75,"gender",3,-0.883373881670296,NA,NA,-0.15337930918522,-0.298084603607555
"AB06",118,118,"Ainu",NA,"Ec07",2.25,"Mar",1,NA,NA,1.75,1.25,"marriage",4,-2.44698942373604,NA,NA,-0.64260641606911,-2.19250051644289
"AB06",118,118,"Ainu",NA,"Ec07",2.25,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"AB06",118,118,"Ainu",NA,"Ec07",2.25,"FM",2.75,3,3,3,2.75,"funeral",6,-0.257927664843997,-0.23143209865175,-0.143916688046467,-0.15337930918522,-0.298084603607555
"RX02",119,119,"Nivkh",NA,"Ec01",3,"General",3.75,4,4,4,4,"law",1,0.992964768808601,0.955678430903108,0.249263276326954,0.238002376321892,1.28059532375522
"RX02",119,119,"Nivkh",NA,"Ec01",3,"Soc",3,NA,NA,NA,3,"social",2,0.0547954435691525,NA,NA,NA,0.017651381865001
"RX02",119,119,"Nivkh",NA,"Ec01",3,"Gender",2.25,NA,NA,NA,2.25,"gender",3,-0.883373881670296,NA,NA,NA,-0.929556574552667
"RX02",119,119,"Nivkh",NA,"Ec01",3,"Mar",3.25,4,2.75,3,3,"marriage",4,0.367518551982302,0.955678430903108,-0.242211679139822,-0.15337930918522,0.017651381865001
"RX02",119,119,"Nivkh",NA,"Ec01",3,"Sex",2,3,3.75,3.75,2.25,"sex",5,-1.19609699008345,-0.23143209865175,0.150968285233599,0.140156954945114,-0.929556574552667
"RX02",119,119,"Nivkh",NA,"Ec01",3,"FM",3.25,4,NA,4,3.25,"funeral",6,0.367518551982302,0.955678430903108,NA,0.238002376321892,0.333387367337557
"RY02",121,121,"Chukchee","24","Ec03",1.25,"General",1,1.25,3,1.75,1.25,"law",1,-2.44698942373604,-2.30887552537275,-0.143916688046467,-0.64260641606911,-2.19250051644289
"RY02",121,121,"Chukchee","24","Ec03",1.25,"Soc",1.25,NA,NA,NA,1.25,"social",2,-2.1342663153229,NA,NA,NA,-2.19250051644289
"RY02",121,121,"Chukchee","24","Ec03",1.25,"Gender",2.25,NA,NA,2,2.25,"gender",3,-0.883373881670296,NA,NA,-0.544760994692332,-0.929556574552667
"RY02",121,121,"Chukchee","24","Ec03",1.25,"Mar",1,NA,NA,NA,1.25,"marriage",4,-2.44698942373604,NA,NA,NA,-2.19250051644289
"RY02",121,121,"Chukchee","24","Ec03",1.25,"Sex",NA,NA,NA,NA,1,"sex",5,NA,NA,NA,NA,-2.50823650191545
"RY02",121,121,"Chukchee","24","Ec03",1.25,"FM",2.75,NA,NA,NA,2.75,"funeral",6,-0.257927664843997,NA,NA,NA,-0.298084603607555
"ND08",124,124,"Copper Inuit","41","Na03",1.25,"General",1.25,NA,NA,NA,1.25,"law",1,-2.1342663153229,NA,NA,NA,-2.19250051644289
"ND08",124,124,"Copper Inuit","41","Na03",1.25,"Soc",1,2,2,NA,1.25,"social",2,-2.44698942373604,-1.41854262820661,-0.537096652419888,NA,-2.19250051644289
"ND08",124,124,"Copper Inuit","41","Na03",1.25,"Gender",1,NA,NA,NA,1,"gender",3,-2.44698942373604,NA,NA,NA,-2.50823650191545
"ND08",124,124,"Copper Inuit","41","Na03",1.25,"Mar",1.25,NA,NA,NA,1.25,"marriage",4,-2.1342663153229,NA,NA,NA,-2.19250051644289
"ND08",124,124,"Copper Inuit","41","Na03",1.25,"Sex",NA,NA,NA,NA,NA,"sex",5,NA,NA,NA,NA,NA
"ND08",124,124,"Copper Inuit","41","Na03",1.25,"FM",2.25,2.75,4,NA,2.25,"funeral",6,-0.883373881670296,-0.528209731040464,0.249263276326954,NA,-0.929556574552667
"NG06",127,127,"Ojibwa","42","Na33",NA,"General",NA,NA,NA,NA,NA,"law",1,NA,NA,NA,NA,NA
"NG06",127,127,"Ojibwa","42","Na33",NA,"Soc",NA,NA,NA,NA,NA,"social",2,NA,NA,NA,NA,NA
"NG06",127,127,"Ojibwa","42","Na33",NA,"Gender",NA,NA,NA,NA,NA,"gender",3,NA,NA,NA,NA,NA
"NG06",127,127,"Ojibwa","42","Na33",NA,"Mar",NA,NA,NA,NA,NA,"marriage",4,NA,NA,NA,NA,NA
