"sccsn","socname","Family","General_TL5_Final","Soc_TL5_Final","Gender_TL5_Final","Mar_TL5_Final","Sex_TL5_Final","FM_TL5_Final","latitude","longitude","Elevation","v84","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v237","v238","v238.1","v238.2","v699","v761","v773","v774","v787","v789","v835","v861","v1253_rec","v1254_rec","v1255_rec","v1256_rec","v1257_rec","v1258_rec","v1259_rec","v1265","v1267","v1720_poppress","Adult.Mobility","Contact.OtherSocieties","extfreq","intfreq","oth","ovfreq","fam","chrs","PatriDescent","MatriDescent","Predom_MultiplePatterns","Predom_A","Predom_M","Predom_P","P_M","Predom_M_12_0","MatrilinealDes_Copy","Predom_P_12_0","Predom_Bilocal","LocalizedKin","subsistence","agriculture","horticulture","huntergatherer","pastoralism","other","pathogensum","pathogendummy","Zpathogensum","Zpathogendummy","v774_rev","v773_rev","Zv773_rev","Zv774_rev","extfreq_rec","Zextfreq_rec","intfreq_rec","Zintfreq_rec","v1265_dum","Zfam","Zchrs","Zv1265_dum","Zv1267","famine_index","Zoth","Zv1720_poppress","v151_2","v153_2","v155_2","complexity","Res_Hetero","mobility","contact2","v761_rev","Zv761","Zv761_rev","Zv238_rec","polygamy","threat_fam","threat_path","id","Domain","TL1","Law","Socialization","Gender","Marriage","Sexuality","Funerals","ZTL1"
151,"Papago","Uto-Aztecan",3.5,2,2,2.5,2.125,2.875,31,-112,571.02,2,2,3,5,3,2,2,3,4,2,1,1,4,4,4,2,3,4,1,2,1,1,4,0,1,1,0,0,0,1,4,3,,-1.559063471,0.477176605,1,1,4,1,3,2,0,0,0,0,0,2,1,0,0,1,0,0,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,1.0298531866223,0.490161270012419,0.582575265003535,-0.174712111003858,0.481969402658599,1.15628513392886,,4,2,2,-0.0261515551131447,0,-1.559063471,-0.477176605,2,0.206938994709399,-0.206938994709399,1.78352246438119,1,0.819127268293731,-0.170625624062733,151,1,3.5,1,0,0,0,0,0,0.724775722557079
151,"Papago","Uto-Aztecan",3.5,2,2,2.5,2.125,2.875,31,-112,571.02,2,2,3,5,3,2,2,3,4,2,1,1,4,4,4,2,3,4,1,2,1,1,4,0,1,1,0,0,0,1,4,3,,-1.559063471,0.477176605,1,1,4,1,3,2,0,0,0,0,0,2,1,0,0,1,0,0,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,1.0298531866223,0.490161270012419,0.582575265003535,-0.174712111003858,0.481969402658599,1.15628513392886,,4,2,2,-0.0261515551131447,0,-1.559063471,-0.477176605,2,0.206938994709399,-0.206938994709399,1.78352246438119,1,0.819127268293731,-0.170625624062733,151,2,2,0,1,0,0,0,0,-1.10008802353847
151,"Papago","Uto-Aztecan",3.5,2,2,2.5,2.125,2.875,31,-112,571.02,2,2,3,5,3,2,2,3,4,2,1,1,4,4,4,2,3,4,1,2,1,1,4,0,1,1,0,0,0,1,4,3,,-1.559063471,0.477176605,1,1,4,1,3,2,0,0,0,0,0,2,1,0,0,1,0,0,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,1.0298531866223,0.490161270012419,0.582575265003535,-0.174712111003858,0.481969402658599,1.15628513392886,,4,2,2,-0.0261515551131447,0,-1.559063471,-0.477176605,2,0.206938994709399,-0.206938994709399,1.78352246438119,1,0.819127268293731,-0.170625624062733,151,3,2,0,0,1,0,0,0,-1.10008802353847
151,"Papago","Uto-Aztecan",3.5,2,2,2.5,2.125,2.875,31,-112,571.02,2,2,3,5,3,2,2,3,4,2,1,1,4,4,4,2,3,4,1,2,1,1,4,0,1,1,0,0,0,1,4,3,,-1.559063471,0.477176605,1,1,4,1,3,2,0,0,0,0,0,2,1,0,0,1,0,0,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,1.0298531866223,0.490161270012419,0.582575265003535,-0.174712111003858,0.481969402658599,1.15628513392886,,4,2,2,-0.0261515551131447,0,-1.559063471,-0.477176605,2,0.206938994709399,-0.206938994709399,1.78352246438119,1,0.819127268293731,-0.170625624062733,151,4,2.5,0,0,0,1,0,0,-0.491800108173284
151,"Papago","Uto-Aztecan",3.5,2,2,2.5,2.125,2.875,31,-112,571.02,2,2,3,5,3,2,2,3,4,2,1,1,4,4,4,2,3,4,1,2,1,1,4,0,1,1,0,0,0,1,4,3,,-1.559063471,0.477176605,1,1,4,1,3,2,0,0,0,0,0,2,1,0,0,1,0,0,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,1.0298531866223,0.490161270012419,0.582575265003535,-0.174712111003858,0.481969402658599,1.15628513392886,,4,2,2,-0.0261515551131447,0,-1.559063471,-0.477176605,2,0.206938994709399,-0.206938994709399,1.78352246438119,1,0.819127268293731,-0.170625624062733,151,5,2.125,0,0,0,0,1,0,-0.948016044697171
151,"Papago","Uto-Aztecan",3.5,2,2,2.5,2.125,2.875,31,-112,571.02,2,2,3,5,3,2,2,3,4,2,1,1,4,4,4,2,3,4,1,2,1,1,4,0,1,1,0,0,0,1,4,3,,-1.559063471,0.477176605,1,1,4,1,3,2,0,0,0,0,0,2,1,0,0,1,0,0,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,1.0298531866223,0.490161270012419,0.582575265003535,-0.174712111003858,0.481969402658599,1.15628513392886,,4,2,2,-0.0261515551131447,0,-1.559063471,-0.477176605,2,0.206938994709399,-0.206938994709399,1.78352246438119,1,0.819127268293731,-0.170625624062733,151,6,2.875,0,0,0,0,0,1,-0.0355841716493983
152,"Huichol","",,,,,,,22,-105,667.0883457,2,2,5,4,3,3,2,3,2,2,2,1,,,,,,,,,,1,2,0,1,1,0,0,1,1,2,,,,,0,0,,8,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,,,,,0,,,-1.70611327608178,,-1.70611327608178,,,3,2,2,-0.0240292505106455,,,,,,,,0,-1.70611327608178,0.31917080325409,152,1,,1,0,0,0,0,0,
152,"Huichol","",,,,,,,22,-105,667.0883457,2,2,5,4,3,3,2,3,2,2,2,1,,,,,,,,,,1,2,0,1,1,0,0,1,1,2,,,,,0,0,,8,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,,,,,0,,,-1.70611327608178,,-1.70611327608178,,,3,2,2,-0.0240292505106455,,,,,,,,0,-1.70611327608178,0.31917080325409,152,2,,0,1,0,0,0,0,
152,"Huichol","",,,,,,,22,-105,667.0883457,2,2,5,4,3,3,2,3,2,2,2,1,,,,,,,,,,1,2,0,1,1,0,0,1,1,2,,,,,0,0,,8,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,,,,,0,,,-1.70611327608178,,-1.70611327608178,,,3,2,2,-0.0240292505106455,,,,,,,,0,-1.70611327608178,0.31917080325409,152,3,,0,0,1,0,0,0,
152,"Huichol","",,,,,,,22,-105,667.0883457,2,2,5,4,3,3,2,3,2,2,2,1,,,,,,,,,,1,2,0,1,1,0,0,1,1,2,,,,,0,0,,8,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,,,,,0,,,-1.70611327608178,,-1.70611327608178,,,3,2,2,-0.0240292505106455,,,,,,,,0,-1.70611327608178,0.31917080325409,152,4,,0,0,0,1,0,0,
152,"Huichol","",,,,,,,22,-105,667.0883457,2,2,5,4,3,3,2,3,2,2,2,1,,,,,,,,,,1,2,0,1,1,0,0,1,1,2,,,,,0,0,,8,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,,,,,0,,,-1.70611327608178,,-1.70611327608178,,,3,2,2,-0.0240292505106455,,,,,,,,0,-1.70611327608178,0.31917080325409,152,5,,0,0,0,0,1,0,
152,"Huichol","",,,,,,,22,-105,667.0883457,2,2,5,4,3,3,2,3,2,2,2,1,,,,,,,,,,1,2,0,1,1,0,0,1,1,2,,,,,0,0,,8,,,0,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,,,,,0,,,-1.70611327608178,,-1.70611327608178,,,3,2,2,-0.0240292505106455,,,,,,,,0,-1.70611327608178,0.31917080325409,152,6,,0,0,0,0,0,1,
153,"Aztec","",,,,,,,19,-99.17,1612.250082,4,5,5,5,5,5,1,4,5,4,5,3,3,3,3,4,2,4,1,1,1,4,3,1,0,1,0,0,0,1,4,4,1,,-0.861996448,4.5,4.5,,4.5,4,2,0,0,,,,,,,0,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,0.790802186649041,0.975447455047074,,1.75084325162702,4,3,3,1.1276349363847,,,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,1.36314535333705,-0.170625624062733,153,1,,1,0,0,0,0,0,
153,"Aztec","",,,,,,,19,-99.17,1612.250082,4,5,5,5,5,5,1,4,5,4,5,3,3,3,3,4,2,4,1,1,1,4,3,1,0,1,0,0,0,1,4,4,1,,-0.861996448,4.5,4.5,,4.5,4,2,0,0,,,,,,,0,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,0.790802186649041,0.975447455047074,,1.75084325162702,4,3,3,1.1276349363847,,,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,1.36314535333705,-0.170625624062733,153,2,,0,1,0,0,0,0,
153,"Aztec","",,,,,,,19,-99.17,1612.250082,4,5,5,5,5,5,1,4,5,4,5,3,3,3,3,4,2,4,1,1,1,4,3,1,0,1,0,0,0,1,4,4,1,,-0.861996448,4.5,4.5,,4.5,4,2,0,0,,,,,,,0,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,0.790802186649041,0.975447455047074,,1.75084325162702,4,3,3,1.1276349363847,,,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,1.36314535333705,-0.170625624062733,153,3,,0,0,1,0,0,0,
153,"Aztec","",,,,,,,19,-99.17,1612.250082,4,5,5,5,5,5,1,4,5,4,5,3,3,3,3,4,2,4,1,1,1,4,3,1,0,1,0,0,0,1,4,4,1,,-0.861996448,4.5,4.5,,4.5,4,2,0,0,,,,,,,0,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,0.790802186649041,0.975447455047074,,1.75084325162702,4,3,3,1.1276349363847,,,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,1.36314535333705,-0.170625624062733,153,4,,0,0,0,1,0,0,
153,"Aztec","",,,,,,,19,-99.17,1612.250082,4,5,5,5,5,5,1,4,5,4,5,3,3,3,3,4,2,4,1,1,1,4,3,1,0,1,0,0,0,1,4,4,1,,-0.861996448,4.5,4.5,,4.5,4,2,0,0,,,,,,,0,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,0.790802186649041,0.975447455047074,,1.75084325162702,4,3,3,1.1276349363847,,,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,1.36314535333705,-0.170625624062733,153,5,,0,0,0,0,1,0,
153,"Aztec","",,,,,,,19,-99.17,1612.250082,4,5,5,5,5,5,1,4,5,4,5,3,3,3,3,4,2,4,1,1,1,4,3,1,0,1,0,0,0,1,4,4,1,,-0.861996448,4.5,4.5,,4.5,4,2,0,0,,,,,,,0,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,4,1,-1.18076445268681,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,0.790802186649041,0.975447455047074,,1.75084325162702,4,3,3,1.1276349363847,,,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,1.36314535333705,-0.170625624062733,153,6,,0,0,0,0,0,1,
154,"Popoluca","Mixe-Zoque",3.25,,3,3,3.75,4,18.25,-94.83,135.7459382,3,1,5,4,4,3,1,3,4,3,1,1,4,4,4,,,,,,,1,4,1,1,1,0,0,1,1,1,1,,,,0,0,,0,1,1,0,0,0,0,0,2,1,0,0,1,0,,"Horticulturalists",0,1,0,0,0,5,1,0.77937056608557,0.463170239634852,,,,,,,,,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,,,3,2,2,0.0392020719220944,0,,,,,,1.78352246438119,1,-1.38006748739735,0.77937056608557,154,1,3.25,1,0,0,0,0,0,0.420631764874488
154,"Popoluca","Mixe-Zoque",3.25,,3,3,3.75,4,18.25,-94.83,135.7459382,3,1,5,4,4,3,1,3,4,3,1,1,4,4,4,,,,,,,1,4,1,1,1,0,0,1,1,1,1,,,,0,0,,0,1,1,0,0,0,0,0,2,1,0,0,1,0,,"Horticulturalists",0,1,0,0,0,5,1,0.77937056608557,0.463170239634852,,,,,,,,,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,,,3,2,2,0.0392020719220944,0,,,,,,1.78352246438119,1,-1.38006748739735,0.77937056608557,154,2,,0,1,0,0,0,0,
154,"Popoluca","Mixe-Zoque",3.25,,3,3,3.75,4,18.25,-94.83,135.7459382,3,1,5,4,4,3,1,3,4,3,1,1,4,4,4,,,,,,,1,4,1,1,1,0,0,1,1,1,1,,,,0,0,,0,1,1,0,0,0,0,0,2,1,0,0,1,0,,"Horticulturalists",0,1,0,0,0,5,1,0.77937056608557,0.463170239634852,,,,,,,,,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,,,3,2,2,0.0392020719220944,0,,,,,,1.78352246438119,1,-1.38006748739735,0.77937056608557,154,3,3,0,0,1,0,0,0,0.116487807191897
154,"Popoluca","Mixe-Zoque",3.25,,3,3,3.75,4,18.25,-94.83,135.7459382,3,1,5,4,4,3,1,3,4,3,1,1,4,4,4,,,,,,,1,4,1,1,1,0,0,1,1,1,1,,,,0,0,,0,1,1,0,0,0,0,0,2,1,0,0,1,0,,"Horticulturalists",0,1,0,0,0,5,1,0.77937056608557,0.463170239634852,,,,,,,,,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,,,3,2,2,0.0392020719220944,0,,,,,,1.78352246438119,1,-1.38006748739735,0.77937056608557,154,4,3,0,0,0,1,0,0,0.116487807191897
154,"Popoluca","Mixe-Zoque",3.25,,3,3,3.75,4,18.25,-94.83,135.7459382,3,1,5,4,4,3,1,3,4,3,1,1,4,4,4,,,,,,,1,4,1,1,1,0,0,1,1,1,1,,,,0,0,,0,1,1,0,0,0,0,0,2,1,0,0,1,0,,"Horticulturalists",0,1,0,0,0,5,1,0.77937056608557,0.463170239634852,,,,,,,,,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,,,3,2,2,0.0392020719220944,0,,,,,,1.78352246438119,1,-1.38006748739735,0.77937056608557,154,5,3.75,0,0,0,0,1,0,1.02891968023967
154,"Popoluca","Mixe-Zoque",3.25,,3,3,3.75,4,18.25,-94.83,135.7459382,3,1,5,4,4,3,1,3,4,3,1,1,4,4,4,,,,,,,1,4,1,1,1,0,0,1,1,1,1,,,,0,0,,0,1,1,0,0,0,0,0,2,1,0,0,1,0,,"Horticulturalists",0,1,0,0,0,5,1,0.77937056608557,0.463170239634852,,,,,,,,,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,-2.10574070630965,-1.38006748739735,,,3,2,2,0.0392020719220944,0,,,,,,1.78352246438119,1,-1.38006748739735,0.77937056608557,154,6,4,0,0,0,0,0,1,1.33306363792226
155,"Quiche","",,,,,,,15,-91,1481.195292,3,4,5,4,5,3,2,3,4,3,2,2,4,4,4,4,,,,,,2,1,1,1,1,0,0,1,1,2,,,,,1,1,,1,1,1,1,0,,,,,,,0,,,1,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,,,3,2,2,0.468454693456134,,,,,,,1.78352246438119,0,-1.13817641442659,0.77937056608557,155,1,,1,0,0,0,0,0,
155,"Quiche","",,,,,,,15,-91,1481.195292,3,4,5,4,5,3,2,3,4,3,2,2,4,4,4,4,,,,,,2,1,1,1,1,0,0,1,1,2,,,,,1,1,,1,1,1,1,0,,,,,,,0,,,1,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,,,3,2,2,0.468454693456134,,,,,,,1.78352246438119,0,-1.13817641442659,0.77937056608557,155,2,,0,1,0,0,0,0,
155,"Quiche","",,,,,,,15,-91,1481.195292,3,4,5,4,5,3,2,3,4,3,2,2,4,4,4,4,,,,,,2,1,1,1,1,0,0,1,1,2,,,,,1,1,,1,1,1,1,0,,,,,,,0,,,1,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,,,3,2,2,0.468454693456134,,,,,,,1.78352246438119,0,-1.13817641442659,0.77937056608557,155,3,,0,0,1,0,0,0,
155,"Quiche","",,,,,,,15,-91,1481.195292,3,4,5,4,5,3,2,3,4,3,2,2,4,4,4,4,,,,,,2,1,1,1,1,0,0,1,1,2,,,,,1,1,,1,1,1,1,0,,,,,,,0,,,1,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,,,3,2,2,0.468454693456134,,,,,,,1.78352246438119,0,-1.13817641442659,0.77937056608557,155,4,,0,0,0,1,0,0,
155,"Quiche","",,,,,,,15,-91,1481.195292,3,4,5,4,5,3,2,3,4,3,2,2,4,4,4,4,,,,,,2,1,1,1,1,0,0,1,1,2,,,,,1,1,,1,1,1,1,0,,,,,,,0,,,1,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,,,3,2,2,0.468454693456134,,,,,,,1.78352246438119,0,-1.13817641442659,0.77937056608557,155,5,,0,0,0,0,1,0,
155,"Quiche","",,,,,,,15,-91,1481.195292,3,4,5,4,5,3,2,3,4,3,2,2,4,4,4,4,,,,,,2,1,1,1,1,0,0,1,1,2,,,,,1,1,,1,1,1,1,0,,,,,,,0,,,1,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,-0.986942637179703,-0.721473330018279,-1.70611327608178,,-1.13817641442659,,,3,2,2,0.468454693456134,,,,,,,1.78352246438119,0,-1.13817641442659,0.77937056608557,155,6,,0,0,0,0,0,1,
156,"Miskito","Misumalpan",3.25,1.25,3,3,,3.25,15,-83,0.013430198,1,1,5,4,3,3,1,3,3,3,1,2,4,4,4,,,,1,1,,2,3,1,1,1,0,0,1,1,4,3,0,,-0.861996448,0,0,1,0,,1,0,0,1,0,1,0,4,1,0,0,0,0,"Hunter Gatherer",0,0,1,0,0,5,1,0.77937056608557,0.463170239634852,4,,,0.809916540076,,,,,1,,-0.721473330018279,0.582575265003535,-0.174712111003858,-0.104536725339534,-1.4238552475653,-0.563830877642601,3,2,2,-0.0966070613853589,1,,0.861996448,,,,1.78352246438119,1,-0.697407616849143,0.794643553080785,156,1,3.25,1,0,0,0,0,0,0.420631764874488
156,"Miskito","Misumalpan",3.25,1.25,3,3,,3.25,15,-83,0.013430198,1,1,5,4,3,3,1,3,3,3,1,2,4,4,4,,,,1,1,,2,3,1,1,1,0,0,1,1,4,3,0,,-0.861996448,0,0,1,0,,1,0,0,1,0,1,0,4,1,0,0,0,0,"Hunter Gatherer",0,0,1,0,0,5,1,0.77937056608557,0.463170239634852,4,,,0.809916540076,,,,,1,,-0.721473330018279,0.582575265003535,-0.174712111003858,-0.104536725339534,-1.4238552475653,-0.563830877642601,3,2,2,-0.0966070613853589,1,,0.861996448,,,,1.78352246438119,1,-0.697407616849143,0.794643553080785,156,2,1.25,0,1,0,0,0,0,-2.01251989658624
156,"Miskito","Misumalpan",3.25,1.25,3,3,,3.25,15,-83,0.013430198,1,1,5,4,3,3,1,3,3,3,1,2,4,4,4,,,,1,1,,2,3,1,1,1,0,0,1,1,4,3,0,,-0.861996448,0,0,1,0,,1,0,0,1,0,1,0,4,1,0,0,0,0,"Hunter Gatherer",0,0,1,0,0,5,1,0.77937056608557,0.463170239634852,4,,,0.809916540076,,,,,1,,-0.721473330018279,0.582575265003535,-0.174712111003858,-0.104536725339534,-1.4238552475653,-0.563830877642601,3,2,2,-0.0966070613853589,1,,0.861996448,,,,1.78352246438119,1,-0.697407616849143,0.794643553080785,156,3,3,0,0,1,0,0,0,0.116487807191897
156,"Miskito","Misumalpan",3.25,1.25,3,3,,3.25,15,-83,0.013430198,1,1,5,4,3,3,1,3,3,3,1,2,4,4,4,,,,1,1,,2,3,1,1,1,0,0,1,1,4,3,0,,-0.861996448,0,0,1,0,,1,0,0,1,0,1,0,4,1,0,0,0,0,"Hunter Gatherer",0,0,1,0,0,5,1,0.77937056608557,0.463170239634852,4,,,0.809916540076,,,,,1,,-0.721473330018279,0.582575265003535,-0.174712111003858,-0.104536725339534,-1.4238552475653,-0.563830877642601,3,2,2,-0.0966070613853589,1,,0.861996448,,,,1.78352246438119,1,-0.697407616849143,0.794643553080785,156,4,3,0,0,0,1,0,0,0.116487807191897
156,"Miskito","Misumalpan",3.25,1.25,3,3,,3.25,15,-83,0.013430198,1,1,5,4,3,3,1,3,3,3,1,2,4,4,4,,,,1,1,,2,3,1,1,1,0,0,1,1,4,3,0,,-0.861996448,0,0,1,0,,1,0,0,1,0,1,0,4,1,0,0,0,0,"Hunter Gatherer",0,0,1,0,0,5,1,0.77937056608557,0.463170239634852,4,,,0.809916540076,,,,,1,,-0.721473330018279,0.582575265003535,-0.174712111003858,-0.104536725339534,-1.4238552475653,-0.563830877642601,3,2,2,-0.0966070613853589,1,,0.861996448,,,,1.78352246438119,1,-0.697407616849143,0.794643553080785,156,5,,0,0,0,0,1,0,
156,"Miskito","Misumalpan",3.25,1.25,3,3,,3.25,15,-83,0.013430198,1,1,5,4,3,3,1,3,3,3,1,2,4,4,4,,,,1,1,,2,3,1,1,1,0,0,1,1,4,3,0,,-0.861996448,0,0,1,0,,1,0,0,1,0,1,0,4,1,0,0,0,0,"Hunter Gatherer",0,0,1,0,0,5,1,0.77937056608557,0.463170239634852,4,,,0.809916540076,,,,,1,,-0.721473330018279,0.582575265003535,-0.174712111003858,-0.104536725339534,-1.4238552475653,-0.563830877642601,3,2,2,-0.0966070613853589,1,,0.861996448,,,,1.78352246438119,1,-0.697407616849143,0.794643553080785,156,6,3.25,0,0,0,0,0,1,0.420631764874488
157,"Bribri","",,,,,,,9,-83,,1,2,5,4,1,3,1,1,3,2,1,1,3,3,3,2,,,,,,1,3,1,1,1,0,0,1,1,2,,,,,1,1,,1,,1,0,1,,,,,,,1,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,,-0.721473330018279,-1.70611327608178,,-1.21379330305003,,,3,2,1,-0.351390083859138,,,,,,,-0.557350770119123,1,-1.21379330305003,0.77937056608557,157,1,,1,0,0,0,0,0,
157,"Bribri","",,,,,,,9,-83,,1,2,5,4,1,3,1,1,3,2,1,1,3,3,3,2,,,,,,1,3,1,1,1,0,0,1,1,2,,,,,1,1,,1,,1,0,1,,,,,,,1,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,,-0.721473330018279,-1.70611327608178,,-1.21379330305003,,,3,2,1,-0.351390083859138,,,,,,,-0.557350770119123,1,-1.21379330305003,0.77937056608557,157,2,,0,1,0,0,0,0,
157,"Bribri","",,,,,,,9,-83,,1,2,5,4,1,3,1,1,3,2,1,1,3,3,3,2,,,,,,1,3,1,1,1,0,0,1,1,2,,,,,1,1,,1,,1,0,1,,,,,,,1,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,,-0.721473330018279,-1.70611327608178,,-1.21379330305003,,,3,2,1,-0.351390083859138,,,,,,,-0.557350770119123,1,-1.21379330305003,0.77937056608557,157,3,,0,0,1,0,0,0,
157,"Bribri","",,,,,,,9,-83,,1,2,5,4,1,3,1,1,3,2,1,1,3,3,3,2,,,,,,1,3,1,1,1,0,0,1,1,2,,,,,1,1,,1,,1,0,1,,,,,,,1,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,,-0.721473330018279,-1.70611327608178,,-1.21379330305003,,,3,2,1,-0.351390083859138,,,,,,,-0.557350770119123,1,-1.21379330305003,0.77937056608557,157,4,,0,0,0,1,0,0,
157,"Bribri","",,,,,,,9,-83,,1,2,5,4,1,3,1,1,3,2,1,1,3,3,3,2,,,,,,1,3,1,1,1,0,0,1,1,2,,,,,1,1,,1,,1,0,1,,,,,,,1,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,,-0.721473330018279,-1.70611327608178,,-1.21379330305003,,,3,2,1,-0.351390083859138,,,,,,,-0.557350770119123,1,-1.21379330305003,0.77937056608557,157,5,,0,0,0,0,1,0,
157,"Bribri","",,,,,,,9,-83,,1,2,5,4,1,3,1,1,3,2,1,1,3,3,3,2,,,,,,1,3,1,1,1,0,0,1,1,2,,,,,1,1,,1,,1,0,1,,,,,,,1,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,0,,-0.721473330018279,-1.70611327608178,,-1.21379330305003,,,3,2,1,-0.351390083859138,,,,,,,-0.557350770119123,1,-1.21379330305003,0.77937056608557,157,6,,0,0,0,0,0,1,
158,"Cuna (Tule)","",,,,,,,9.25,-78.5,115.213918,,3,5,4,4,4,1,3,4,3,2,2,4,4,4,,3,3,2,1,1,2,2,1,1,1,0,0,1,1,,,,-0.327403329,-0.861996448,1.5,1.25,,1.625,,,0,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,3,2,-0.414619578806056,0.00987703097653663,1.5,-0.764973897018453,1.25,-0.809805337393967,,,,,,,,,3,2,2,0.243853702643786,,-0.327403329,0.861996448,2,0.206938994709399,-0.206938994709399,1.78352246438119,0,,0.12487600608535,158,1,,1,0,0,0,0,0,
