"sccsn","socname","Family","General_TL5_Final","Soc_TL5_Final","Gender_TL5_Final","Mar_TL5_Final","Sex_TL5_Final","FM_TL5_Final","latitude","longitude","Elevation","v84","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v237","v238","v238.1","v238.2","v699","v761","v773","v774","v787","v789","v835","v861","v1253_rec","v1254_rec","v1255_rec","v1256_rec","v1257_rec","v1258_rec","v1259_rec","v1265","v1267","v1720_poppress","Adult.Mobility","Contact.OtherSocieties","extfreq","intfreq","oth","ovfreq","fam","chrs","PatriDescent","MatriDescent","Predom_MultiplePatterns","Predom_A","Predom_M","Predom_P","P_M","Predom_M_12_0","MatrilinealDes_Copy","Predom_P_12_0","Predom_Bilocal","LocalizedKin","subsistence","agriculture","horticulture","huntergatherer","pastoralism","other","pathogensum","pathogendummy","Zpathogensum","Zpathogendummy","v774_rev","v773_rev","Zv773_rev","Zv774_rev","extfreq_rec","Zextfreq_rec","intfreq_rec","Zintfreq_rec","v1265_dum","Zfam","Zchrs","Zv1265_dum","Zv1267","famine_index","Zoth","Zv1720_poppress","v151_2","v153_2","v155_2","complexity","Res_Hetero","mobility","contact2","v761_rev","Zv761","Zv761_rev","Zv238_rec","polygamy","threat_fam","threat_path","id","Domain","TL1","Law","Socialization","Gender","Marriage","Sexuality","Funerals","ZTL1"
20,"Mende","Mande",,,,,,,8,-11,85.96,1,1,5,4,2,5,1,3,4,3,4,2,2,2,2,,3,1,1,1,1,2,4,1,1,1,1,1,1,1,2,,,0.904256813,-0.861996448,1.5,1.5,,1.5,,,1,0,,,,,,,0,,,1,,,,,,,7,1,1.69977009174853,0.463170239634852,4,4,1.11767016895546,0.809916540076,1.5,-0.764973897018453,1.5,-0.655556701699878,0,,,-1.70611327608178,,-1.70611327608178,,,3,3,2,0.261597147362727,,0.904256813,0.861996448,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-1.70611327608178,1.20911893359333,20,5,,0,0,0,0,1,0,
20,"Mende","Mande",,,,,,,8,-11,85.96,1,1,5,4,2,5,1,3,4,3,4,2,2,2,2,,3,1,1,1,1,2,4,1,1,1,1,1,1,1,2,,,0.904256813,-0.861996448,1.5,1.5,,1.5,,,1,0,,,,,,,0,,,1,,,,,,,7,1,1.69977009174853,0.463170239634852,4,4,1.11767016895546,0.809916540076,1.5,-0.764973897018453,1.5,-0.655556701699878,0,,,-1.70611327608178,,-1.70611327608178,,,3,3,2,0.261597147362727,,0.904256813,0.861996448,2,0.206938994709399,-0.206938994709399,-0.557350770119123,1,-1.70611327608178,1.20911893359333,20,6,,0,0,0,0,0,1,
21,"Wolof","Atantic-Congo",2.375,,2.625,3.75,2.875,3,13.75,-15.33,33.30326518,1,4,5,4,2,5,2,3,5,4,5,3,4,4,4,4,,,,,,3,4,1,0,1,1,1,1,1,4,,1,,,1,1,3,1,2,3,1,1,1,0,0,1,,0,1,1,0,1,"Horticulturalists",0,1,0,0,0,6,1,1.23957032891705,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,1.70179587004312,0.582575265003535,,0.768608803255983,0.296238340097478,1.75084325162702,3,3,2,0.768068483791707,0,,,,,,1.78352246438119,1,0.938563464993495,1.23957032891705,21,1,2.375,1,0,0,0,0,0,-0.64387208701458
21,"Wolof","Atantic-Congo",2.375,,2.625,3.75,2.875,3,13.75,-15.33,33.30326518,1,4,5,4,2,5,2,3,5,4,5,3,4,4,4,4,,,,,,3,4,1,0,1,1,1,1,1,4,,1,,,1,1,3,1,2,3,1,1,1,0,0,1,,0,1,1,0,1,"Horticulturalists",0,1,0,0,0,6,1,1.23957032891705,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,1.70179587004312,0.582575265003535,,0.768608803255983,0.296238340097478,1.75084325162702,3,3,2,0.768068483791707,0,,,,,,1.78352246438119,1,0.938563464993495,1.23957032891705,21,2,,0,1,0,0,0,0,
21,"Wolof","Atantic-Congo",2.375,,2.625,3.75,2.875,3,13.75,-15.33,33.30326518,1,4,5,4,2,5,2,3,5,4,5,3,4,4,4,4,,,,,,3,4,1,0,1,1,1,1,1,4,,1,,,1,1,3,1,2,3,1,1,1,0,0,1,,0,1,1,0,1,"Horticulturalists",0,1,0,0,0,6,1,1.23957032891705,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,1.70179587004312,0.582575265003535,,0.768608803255983,0.296238340097478,1.75084325162702,3,3,2,0.768068483791707,0,,,,,,1.78352246438119,1,0.938563464993495,1.23957032891705,21,3,2.625,0,0,1,0,0,0,-0.339728129331989
21,"Wolof","Atantic-Congo",2.375,,2.625,3.75,2.875,3,13.75,-15.33,33.30326518,1,4,5,4,2,5,2,3,5,4,5,3,4,4,4,4,,,,,,3,4,1,0,1,1,1,1,1,4,,1,,,1,1,3,1,2,3,1,1,1,0,0,1,,0,1,1,0,1,"Horticulturalists",0,1,0,0,0,6,1,1.23957032891705,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,1.70179587004312,0.582575265003535,,0.768608803255983,0.296238340097478,1.75084325162702,3,3,2,0.768068483791707,0,,,,,,1.78352246438119,1,0.938563464993495,1.23957032891705,21,4,3.75,0,0,0,1,0,0,1.02891968023967
21,"Wolof","Atantic-Congo",2.375,,2.625,3.75,2.875,3,13.75,-15.33,33.30326518,1,4,5,4,2,5,2,3,5,4,5,3,4,4,4,4,,,,,,3,4,1,0,1,1,1,1,1,4,,1,,,1,1,3,1,2,3,1,1,1,0,0,1,,0,1,1,0,1,"Horticulturalists",0,1,0,0,0,6,1,1.23957032891705,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,1.70179587004312,0.582575265003535,,0.768608803255983,0.296238340097478,1.75084325162702,3,3,2,0.768068483791707,0,,,,,,1.78352246438119,1,0.938563464993495,1.23957032891705,21,5,2.875,0,0,0,0,1,0,-0.0355841716493983
21,"Wolof","Atantic-Congo",2.375,,2.625,3.75,2.875,3,13.75,-15.33,33.30326518,1,4,5,4,2,5,2,3,5,4,5,3,4,4,4,4,,,,,,3,4,1,0,1,1,1,1,1,4,,1,,,1,1,3,1,2,3,1,1,1,0,0,1,,0,1,1,0,1,"Horticulturalists",0,1,0,0,0,6,1,1.23957032891705,0.463170239634852,,,,,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,1.70179587004312,0.582575265003535,,0.768608803255983,0.296238340097478,1.75084325162702,3,3,2,0.768068483791707,0,,,,,,1.78352246438119,1,0.938563464993495,1.23957032891705,21,6,3,0,0,0,0,0,1,0.116487807191897
22,"Bambara","Mande",3,4,3.75,3.25,2.25,4,12.5,-7,325.3083142,1,3,5,5,4,5,3,3,3,3,4,2,1,1,1,,2,,2,1,2,2,4,1,1,1,1,1,1,1,4,,0,-0.327403329,-0.861996448,8,8,3,3,,,1,0,0,0,0,2,1,0,0,1,0,1,"Pastoralists",0,0,0,1,0,7,1,1.69977009174853,0.463170239634852,3,,,0.00987703097653663,,,,,1,,,0.582575265003535,,0.582575265003535,0.296238340097478,-0.563830877642601,4,3,2,0.712897572499722,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.104994242486137,0.854823561362532,22,1,3,1,0,0,0,0,0,0.116487807191897
22,"Bambara","Mande",3,4,3.75,3.25,2.25,4,12.5,-7,325.3083142,1,3,5,5,4,5,3,3,3,3,4,2,1,1,1,,2,,2,1,2,2,4,1,1,1,1,1,1,1,4,,0,-0.327403329,-0.861996448,8,8,3,3,,,1,0,0,0,0,2,1,0,0,1,0,1,"Pastoralists",0,0,0,1,0,7,1,1.69977009174853,0.463170239634852,3,,,0.00987703097653663,,,,,1,,,0.582575265003535,,0.582575265003535,0.296238340097478,-0.563830877642601,4,3,2,0.712897572499722,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.104994242486137,0.854823561362532,22,2,4,0,1,0,0,0,0,1.33306363792226
22,"Bambara","Mande",3,4,3.75,3.25,2.25,4,12.5,-7,325.3083142,1,3,5,5,4,5,3,3,3,3,4,2,1,1,1,,2,,2,1,2,2,4,1,1,1,1,1,1,1,4,,0,-0.327403329,-0.861996448,8,8,3,3,,,1,0,0,0,0,2,1,0,0,1,0,1,"Pastoralists",0,0,0,1,0,7,1,1.69977009174853,0.463170239634852,3,,,0.00987703097653663,,,,,1,,,0.582575265003535,,0.582575265003535,0.296238340097478,-0.563830877642601,4,3,2,0.712897572499722,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.104994242486137,0.854823561362532,22,3,3.75,0,0,1,0,0,0,1.02891968023967
22,"Bambara","Mande",3,4,3.75,3.25,2.25,4,12.5,-7,325.3083142,1,3,5,5,4,5,3,3,3,3,4,2,1,1,1,,2,,2,1,2,2,4,1,1,1,1,1,1,1,4,,0,-0.327403329,-0.861996448,8,8,3,3,,,1,0,0,0,0,2,1,0,0,1,0,1,"Pastoralists",0,0,0,1,0,7,1,1.69977009174853,0.463170239634852,3,,,0.00987703097653663,,,,,1,,,0.582575265003535,,0.582575265003535,0.296238340097478,-0.563830877642601,4,3,2,0.712897572499722,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.104994242486137,0.854823561362532,22,4,3.25,0,0,0,1,0,0,0.420631764874488
22,"Bambara","Mande",3,4,3.75,3.25,2.25,4,12.5,-7,325.3083142,1,3,5,5,4,5,3,3,3,3,4,2,1,1,1,,2,,2,1,2,2,4,1,1,1,1,1,1,1,4,,0,-0.327403329,-0.861996448,8,8,3,3,,,1,0,0,0,0,2,1,0,0,1,0,1,"Pastoralists",0,0,0,1,0,7,1,1.69977009174853,0.463170239634852,3,,,0.00987703097653663,,,,,1,,,0.582575265003535,,0.582575265003535,0.296238340097478,-0.563830877642601,4,3,2,0.712897572499722,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.104994242486137,0.854823561362532,22,5,2.25,0,0,0,0,1,0,-0.795944065855875
22,"Bambara","Mande",3,4,3.75,3.25,2.25,4,12.5,-7,325.3083142,1,3,5,5,4,5,3,3,3,3,4,2,1,1,1,,2,,2,1,2,2,4,1,1,1,1,1,1,1,4,,0,-0.327403329,-0.861996448,8,8,3,3,,,1,0,0,0,0,2,1,0,0,1,0,1,"Pastoralists",0,0,0,1,0,7,1,1.69977009174853,0.463170239634852,3,,,0.00987703097653663,,,,,1,,,0.582575265003535,,0.582575265003535,0.296238340097478,-0.563830877642601,4,3,2,0.712897572499722,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.104994242486137,0.854823561362532,22,6,4,0,0,0,0,0,1,1.33306363792226
23,"Tallensi","Atantic-Congo",3.25,3,2.75,3.25,3.25,3.75,10.66,-0.57,206.4969174,1,1,5,5,4,4,1,3,5,2,2,1,1,1,1,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,1,1,4,1,2,2,1,0,1,0,0,1,2,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,0.490161270012419,0.582575265003535,0.790802186649041,0.471248499096573,1.15628513392886,-0.563830877642601,4,2,2,0.15355587644548,0,-0.327403329,-0.477176605,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.354567585127612,0.95373730896641,23,1,3.25,1,0,0,0,0,0,0.420631764874488
23,"Tallensi","Atantic-Congo",3.25,3,2.75,3.25,3.25,3.75,10.66,-0.57,206.4969174,1,1,5,5,4,4,1,3,5,2,2,1,1,1,1,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,1,1,4,1,2,2,1,0,1,0,0,1,2,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,0.490161270012419,0.582575265003535,0.790802186649041,0.471248499096573,1.15628513392886,-0.563830877642601,4,2,2,0.15355587644548,0,-0.327403329,-0.477176605,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.354567585127612,0.95373730896641,23,2,3,0,1,0,0,0,0,0.116487807191897
23,"Tallensi","Atantic-Congo",3.25,3,2.75,3.25,3.25,3.75,10.66,-0.57,206.4969174,1,1,5,5,4,4,1,3,5,2,2,1,1,1,1,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,1,1,4,1,2,2,1,0,1,0,0,1,2,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,0.490161270012419,0.582575265003535,0.790802186649041,0.471248499096573,1.15628513392886,-0.563830877642601,4,2,2,0.15355587644548,0,-0.327403329,-0.477176605,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.354567585127612,0.95373730896641,23,3,2.75,0,0,1,0,0,0,-0.187656150490694
23,"Tallensi","Atantic-Congo",3.25,3,2.75,3.25,3.25,3.75,10.66,-0.57,206.4969174,1,1,5,5,4,4,1,3,5,2,2,1,1,1,1,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,1,1,4,1,2,2,1,0,1,0,0,1,2,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,0.490161270012419,0.582575265003535,0.790802186649041,0.471248499096573,1.15628513392886,-0.563830877642601,4,2,2,0.15355587644548,0,-0.327403329,-0.477176605,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.354567585127612,0.95373730896641,23,4,3.25,0,0,0,1,0,0,0.420631764874488
23,"Tallensi","Atantic-Congo",3.25,3,2.75,3.25,3.25,3.75,10.66,-0.57,206.4969174,1,1,5,5,4,4,1,3,5,2,2,1,1,1,1,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,1,1,4,1,2,2,1,0,1,0,0,1,2,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,0.490161270012419,0.582575265003535,0.790802186649041,0.471248499096573,1.15628513392886,-0.563830877642601,4,2,2,0.15355587644548,0,-0.327403329,-0.477176605,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.354567585127612,0.95373730896641,23,5,3.25,0,0,0,0,1,0,0.420631764874488
23,"Tallensi","Atantic-Congo",3.25,3,2.75,3.25,3.25,3.75,10.66,-0.57,206.4969174,1,1,5,5,4,4,1,3,5,2,2,1,1,1,1,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,4,4,0,-0.327403329,0.477176605,1,1,4,1,2,2,1,0,1,0,0,1,2,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,1,-1.06511652158111,1,-0.964053973088056,1,0.0214552747212978,0.490161270012419,0.582575265003535,0.790802186649041,0.471248499096573,1.15628513392886,-0.563830877642601,4,2,2,0.15355587644548,0,-0.327403329,-0.477176605,3,-0.979511241624492,0.979511241624492,-0.557350770119123,1,0.354567585127612,0.95373730896641,23,6,3.75,0,0,0,0,0,1,1.02891968023967
24,"Songhai","Songhay",3.75,3.25,3.25,3.75,,,16.58,-1.67,276.2189125,1,4,5,5,4,4,2,1,3,3,5,4,4,4,4,,,,,,,4,3,1,0,1,1,1,1,1,,,,,,2,1,2,2,,,1,0,1,0,0,1,2,0,0,1,0,0,"Pastoralists",0,0,0,1,0,6,1,1.23957032891705,0.463170239634852,,,,,2,-0.464831272455799,1,-0.964053973088056,,,,,,,-0.563808453733909,,4,2,1,0.508782547940074,0,,,,,,1.78352246438119,1,-0.563808453733909,1.23957032891705,24,1,3.75,1,0,0,0,0,0,1.02891968023967
24,"Songhai","Songhay",3.75,3.25,3.25,3.75,,,16.58,-1.67,276.2189125,1,4,5,5,4,4,2,1,3,3,5,4,4,4,4,,,,,,,4,3,1,0,1,1,1,1,1,,,,,,2,1,2,2,,,1,0,1,0,0,1,2,0,0,1,0,0,"Pastoralists",0,0,0,1,0,6,1,1.23957032891705,0.463170239634852,,,,,2,-0.464831272455799,1,-0.964053973088056,,,,,,,-0.563808453733909,,4,2,1,0.508782547940074,0,,,,,,1.78352246438119,1,-0.563808453733909,1.23957032891705,24,2,3.25,0,1,0,0,0,0,0.420631764874488
24,"Songhai","Songhay",3.75,3.25,3.25,3.75,,,16.58,-1.67,276.2189125,1,4,5,5,4,4,2,1,3,3,5,4,4,4,4,,,,,,,4,3,1,0,1,1,1,1,1,,,,,,2,1,2,2,,,1,0,1,0,0,1,2,0,0,1,0,0,"Pastoralists",0,0,0,1,0,6,1,1.23957032891705,0.463170239634852,,,,,2,-0.464831272455799,1,-0.964053973088056,,,,,,,-0.563808453733909,,4,2,1,0.508782547940074,0,,,,,,1.78352246438119,1,-0.563808453733909,1.23957032891705,24,3,3.25,0,0,1,0,0,0,0.420631764874488
24,"Songhai","Songhay",3.75,3.25,3.25,3.75,,,16.58,-1.67,276.2189125,1,4,5,5,4,4,2,1,3,3,5,4,4,4,4,,,,,,,4,3,1,0,1,1,1,1,1,,,,,,2,1,2,2,,,1,0,1,0,0,1,2,0,0,1,0,0,"Pastoralists",0,0,0,1,0,6,1,1.23957032891705,0.463170239634852,,,,,2,-0.464831272455799,1,-0.964053973088056,,,,,,,-0.563808453733909,,4,2,1,0.508782547940074,0,,,,,,1.78352246438119,1,-0.563808453733909,1.23957032891705,24,4,3.75,0,0,0,1,0,0,1.02891968023967
24,"Songhai","Songhay",3.75,3.25,3.25,3.75,,,16.58,-1.67,276.2189125,1,4,5,5,4,4,2,1,3,3,5,4,4,4,4,,,,,,,4,3,1,0,1,1,1,1,1,,,,,,2,1,2,2,,,1,0,1,0,0,1,2,0,0,1,0,0,"Pastoralists",0,0,0,1,0,6,1,1.23957032891705,0.463170239634852,,,,,2,-0.464831272455799,1,-0.964053973088056,,,,,,,-0.563808453733909,,4,2,1,0.508782547940074,0,,,,,,1.78352246438119,1,-0.563808453733909,1.23957032891705,24,5,,0,0,0,0,1,0,
24,"Songhai","Songhay",3.75,3.25,3.25,3.75,,,16.58,-1.67,276.2189125,1,4,5,5,4,4,2,1,3,3,5,4,4,4,4,,,,,,,4,3,1,0,1,1,1,1,1,,,,,,2,1,2,2,,,1,0,1,0,0,1,2,0,0,1,0,0,"Pastoralists",0,0,0,1,0,6,1,1.23957032891705,0.463170239634852,,,,,2,-0.464831272455799,1,-0.964053973088056,,,,,,,-0.563808453733909,,4,2,1,0.508782547940074,0,,,,,,1.78352246438119,1,-0.563808453733909,1.23957032891705,24,6,,0,0,0,0,0,1,
25,"Pastoral Fulani","Atantic-Congo",3,3.25,2.75,3.75,2.75,,15,7.5,442.0664407,1,1,1,2,2,1,2,1,2,3,1,2,4,4,4,2,,,,,,2,4,0,0,1,1,1,1,0,4,4,0,,,1,2.5,3,2.5,3,2,1,0,0,0,0,2,1,0,0,1,0,0,"Pastoralists",0,0,0,1,0,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,2.5,-0.0385621589235222,1,1.0298531866223,0.490161270012419,0.582575265003535,0.790802186649041,0.723347977071823,0.296238340097478,-0.563830877642601,2,1,1,-0.793110571675839,0,,,,,,1.78352246438119,1,0.151918479842233,0.31917080325409,25,1,3,1,0,0,0,0,0,0.116487807191897
25,"Pastoral Fulani","Atantic-Congo",3,3.25,2.75,3.75,2.75,,15,7.5,442.0664407,1,1,1,2,2,1,2,1,2,3,1,2,4,4,4,2,,,,,,2,4,0,0,1,1,1,1,0,4,4,0,,,1,2.5,3,2.5,3,2,1,0,0,0,0,2,1,0,0,1,0,0,"Pastoralists",0,0,0,1,0,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,2.5,-0.0385621589235222,1,1.0298531866223,0.490161270012419,0.582575265003535,0.790802186649041,0.723347977071823,0.296238340097478,-0.563830877642601,2,1,1,-0.793110571675839,0,,,,,,1.78352246438119,1,0.151918479842233,0.31917080325409,25,2,3.25,0,1,0,0,0,0,0.420631764874488
25,"Pastoral Fulani","Atantic-Congo",3,3.25,2.75,3.75,2.75,,15,7.5,442.0664407,1,1,1,2,2,1,2,1,2,3,1,2,4,4,4,2,,,,,,2,4,0,0,1,1,1,1,0,4,4,0,,,1,2.5,3,2.5,3,2,1,0,0,0,0,2,1,0,0,1,0,0,"Pastoralists",0,0,0,1,0,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,2.5,-0.0385621589235222,1,1.0298531866223,0.490161270012419,0.582575265003535,0.790802186649041,0.723347977071823,0.296238340097478,-0.563830877642601,2,1,1,-0.793110571675839,0,,,,,,1.78352246438119,1,0.151918479842233,0.31917080325409,25,3,2.75,0,0,1,0,0,0,-0.187656150490694
25,"Pastoral Fulani","Atantic-Congo",3,3.25,2.75,3.75,2.75,,15,7.5,442.0664407,1,1,1,2,2,1,2,1,2,3,1,2,4,4,4,2,,,,,,2,4,0,0,1,1,1,1,0,4,4,0,,,1,2.5,3,2.5,3,2,1,0,0,0,0,2,1,0,0,1,0,0,"Pastoralists",0,0,0,1,0,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,2.5,-0.0385621589235222,1,1.0298531866223,0.490161270012419,0.582575265003535,0.790802186649041,0.723347977071823,0.296238340097478,-0.563830877642601,2,1,1,-0.793110571675839,0,,,,,,1.78352246438119,1,0.151918479842233,0.31917080325409,25,4,3.75,0,0,0,1,0,0,1.02891968023967
25,"Pastoral Fulani","Atantic-Congo",3,3.25,2.75,3.75,2.75,,15,7.5,442.0664407,1,1,1,2,2,1,2,1,2,3,1,2,4,4,4,2,,,,,,2,4,0,0,1,1,1,1,0,4,4,0,,,1,2.5,3,2.5,3,2,1,0,0,0,0,2,1,0,0,1,0,0,"Pastoralists",0,0,0,1,0,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,2.5,-0.0385621589235222,1,1.0298531866223,0.490161270012419,0.582575265003535,0.790802186649041,0.723347977071823,0.296238340097478,-0.563830877642601,2,1,1,-0.793110571675839,0,,,,,,1.78352246438119,1,0.151918479842233,0.31917080325409,25,5,2.75,0,0,0,0,1,0,-0.187656150490694
25,"Pastoral Fulani","Atantic-Congo",3,3.25,2.75,3.75,2.75,,15,7.5,442.0664407,1,1,1,2,2,1,2,1,2,3,1,2,4,4,4,2,,,,,,2,4,0,0,1,1,1,1,0,4,4,0,,,1,2.5,3,2.5,3,2,1,0,0,0,0,2,1,0,0,1,0,0,"Pastoralists",0,0,0,1,0,4,1,0.31917080325409,0.463170239634852,,,,,1,-1.06511652158111,2.5,-0.0385621589235222,1,1.0298531866223,0.490161270012419,0.582575265003535,0.790802186649041,0.723347977071823,0.296238340097478,-0.563830877642601,2,1,1,-0.793110571675839,0,,,,,,1.78352246438119,1,0.151918479842233,0.31917080325409,25,6,,0,0,0,0,0,1,
26,"Hausa","Afro-Asiatic",3.875,,3.875,3.375,3.625,,10.5,7.5,656.931444,4,5,5,5,5,4,2,3,4,5,5,4,4,4,4,,2,2,1,1,1,4,4,1,1,1,1,1,1,1,4,3,0,-0.327403329,-0.861996448,4.5,4.5,4,4.5,4,2,1,0,0,0,0,2,1,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,-0.174712111003858,0.734068880633849,1.15628513392886,-0.563830877642601,4,2,2,0.977091522099539,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,1.78352246438119,1,0.442174378973371,0.95373730896641,26,1,3.875,1,0,0,0,0,0,1.18099165908096
26,"Hausa","Afro-Asiatic",3.875,,3.875,3.375,3.625,,10.5,7.5,656.931444,4,5,5,5,5,4,2,3,4,5,5,4,4,4,4,,2,2,1,1,1,4,4,1,1,1,1,1,1,1,4,3,0,-0.327403329,-0.861996448,4.5,4.5,4,4.5,4,2,1,0,0,0,0,2,1,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,-0.174712111003858,0.734068880633849,1.15628513392886,-0.563830877642601,4,2,2,0.977091522099539,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,1.78352246438119,1,0.442174378973371,0.95373730896641,26,2,,0,1,0,0,0,0,
26,"Hausa","Afro-Asiatic",3.875,,3.875,3.375,3.625,,10.5,7.5,656.931444,4,5,5,5,5,4,2,3,4,5,5,4,4,4,4,,2,2,1,1,1,4,4,1,1,1,1,1,1,1,4,3,0,-0.327403329,-0.861996448,4.5,4.5,4,4.5,4,2,1,0,0,0,0,2,1,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,-0.174712111003858,0.734068880633849,1.15628513392886,-0.563830877642601,4,2,2,0.977091522099539,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,1.78352246438119,1,0.442174378973371,0.95373730896641,26,3,3.875,0,0,1,0,0,0,1.18099165908096
26,"Hausa","Afro-Asiatic",3.875,,3.875,3.375,3.625,,10.5,7.5,656.931444,4,5,5,5,5,4,2,3,4,5,5,4,4,4,4,,2,2,1,1,1,4,4,1,1,1,1,1,1,1,4,3,0,-0.327403329,-0.861996448,4.5,4.5,4,4.5,4,2,1,0,0,0,0,2,1,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,-0.174712111003858,0.734068880633849,1.15628513392886,-0.563830877642601,4,2,2,0.977091522099539,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,1.78352246438119,1,0.442174378973371,0.95373730896641,26,4,3.375,0,0,0,1,0,0,0.572703743715783
26,"Hausa","Afro-Asiatic",3.875,,3.875,3.375,3.625,,10.5,7.5,656.931444,4,5,5,5,5,4,2,3,4,5,5,4,4,4,4,,2,2,1,1,1,4,4,1,1,1,1,1,1,1,4,3,0,-0.327403329,-0.861996448,4.5,4.5,4,4.5,4,2,1,0,0,0,0,2,1,0,0,1,0,1,"Intensive Agriculture",1,0,0,0,0,7,1,1.69977009174853,0.463170239634852,4,3,0.3515252950747,0.809916540076,4.5,1.03588185035747,4.5,1.19542692662919,1,2.0382510985233,0.490161270012419,0.582575265003535,-0.174712111003858,0.734068880633849,1.15628513392886,-0.563830877642601,4,2,2,0.977091522099539,0,-0.327403329,0.861996448,3,-0.979511241624492,0.979511241624492,1.78352246438119,1,0.442174378973371,0.95373730896641,26,5,3.625,0,0,0,0,1,0,0.876847701398374
